0,4
1,5
2,13
3,21848
4,18
5,19
6,20
7,23
8,31
9,32
10,35
11,131110
12,131111
13,42
14,131118
15,131119
16,48
17,49
18,50
19,131123
20,52
21,53
22,62
23,63
24,64
25,65
26,77
27,79
28,85
29,86
30,92
31,1310813
32,1070437
33,98
34,99
35,100
36,102
37,103
38,108
39,109
40,112
41,1441905
42,1441906
43,1441907
44,1441908
45,1441909
46,118
47,1441912
48,1441913
49,1441914
50,1441915
51,1441916
52,1441917
53,1441918
54,1441919
55,1441920
56,1441921
57,130
58,1441923
59,133
60,1441926
61,1441927
62,1441928
63,138
64,139
65,140
66,141
67,147
68,150
69,155
70,131240
71,169
72,131246
73,1689075
74,177
75,190
76,192
77,193
78,194
79,199
80,204
81,205
82,207
83,209
84,131282
85,211
86,212
87,131285
88,216
89,224
90,225
91,227
92,228
93,229
94,230
95,231
96,234
97,245
98,246
99,248
100,1442041
101,250
102,252
103,258
104,259
105,260
106,131335
107,131336
108,131337
109,131338
110,131339
111,270
112,271
113,287
114,288
115,131120
116,290
117,291
118,96029
119,131365
120,131366
121,1835319
122,1573179
123,1573180
124,1573181
125,1573182
126,131391
127,326
128,328
129,333
130,335
131,1311060
132,342
133,343
134,1048920
135,131418
136,349
137,350
138,351
139,1180003
140,368
141,1376318
142,374
143,378
144,380
145,381
146,382
147,383
148,386
149,387
150,388
151,389
152,400
153,402
154,404
155,1180060
156,1180062
157,1689083
158,417
159,418
160,419
161,424
162,425
163,426
164,427
165,131507
166,131508
167,131509
168,131510
169,131511
170,131517
171,131519
172,131520
173,449
174,450
175,452
176,453
177,454
178,477
179,478
180,480
181,486
182,131561
183,500
184,501
185,502
186,503
187,504
188,131157
189,1704449
190,514
191,515
192,516
193,517
194,518
195,520
196,521
197,522
198,524
199,526
200,529
201,530
202,531
203,532
204,534
205,535
206,537
207,538
208,539
209,540
210,543
211,545
212,547
213,131632
214,1573425
215,564
216,569
217,131642
218,262720
219,1835588
220,1835589
221,1835590
222,1835591
223,1835592
224,585
225,1835594
226,587
227,588
228,589
229,590
230,591
231,131664
232,593
233,1573461
234,131678
235,1835618
236,617
237,1573485
238,623
239,1573488
240,1573492
241,643
242,646
243,649
244,650
245,131723
246,652
247,653
248,655
249,656
250,658
251,660
252,661
253,663
254,1049240
255,1049241
256,131738
257,131739
258,131745
259,677
260,113
261,131753
262,682
263,131755
264,131756
265,131757
266,131758
267,687
268,688
269,693
270,131775
271,131776
272,707
273,131780
274,1441910
275,131785
276,131787
277,131789
278,131790
279,131793
280,722
281,723
282,725
283,1180374
284,131194
285,738
286,742
287,745
288,747
289,131820
290,749
291,131824
292,131827
293,131199
294,764
295,765
296,769
297,777
298,779
299,1441922
300,782
301,783
302,785
303,1573651
304,793
305,131866
306,131867
307,131870
308,131871
309,131879
310,131880
311,814
312,819
313,820
314,821
315,824
316,825
317,826
318,827
319,829
320,830
321,1573695
322,1442625
323,1704782
324,856
325,857
326,131934
327,131935
328,865
329,131946
330,131947
331,1180525
332,879
333,880
334,882
335,883
336,884
337,886
338,887
339,1791467
340,1573014
341,1311636
342,1311637
343,1311638
344,921
345,922
346,923
347,928
348,132001
349,934
350,935
351,936
352,937
353,940
354,941
355,954
356,955
357,973
358,974
359,975
360,978
361,980
362,132054
363,1704919
364,984
365,990
366,991
367,992
368,994
369,1004
370,1005
371,132078
372,1007
373,1442800
374,1442801
375,1010
376,1442803
377,1017
378,1180666
379,1019
380,1180668
381,132102
382,1032
383,1036
384,1037
385,1038
386,1039
387,1704976
388,1042
389,1062
390,1063
391,1064
392,1065
393,1067
394,1068
395,1072
396,263229
397,1086
398,1457786
399,132169
400,1102
401,1103
402,1201678
403,1115
404,1117
405,1573982
406,1119
407,1121
408,1124
409,1125
410,174952
411,1142
412,1145
413,132218
414,132220
415,1149
416,1705089
417,1705090
418,1705092
419,1705093
420,1158
421,1159
422,132233
423,1162
424,1705099
425,1164
426,1169
427,1173
428,1311897
429,1183
430,1187
431,132262
432,1201
433,1204
434,1206
435,1208
436,1210
437,1211
438,1212
439,1220
440,43894
441,1180872
442,1747831
443,1229
444,1230
445,1231
446,1233
447,1234
448,1236
449,1237
450,1240
451,1241
452,1243
453,1244
454,1245
455,1246
456,1248
457,1249
458,1049830
459,131281
460,1813372
461,131283
462,1269
463,1270
464,1271
465,1272
466,1273
467,1180922
468,1275
469,1276
470,1180925
471,1180926
472,1180928
473,1282
474,1283
475,1284
476,1285
477,1180935
478,1180936
479,1290
480,1292
481,1180941
482,1294
483,1295
484,1180945
485,132371
486,1049880
487,1323
488,1326
489,1327
490,1328
491,1329
492,1331
493,1333
494,1337
495,1338
496,1049916
497,1049919
498,1350
499,132429
500,1574232
501,1574233
502,1370
503,1574235
504,1372
505,1574237
506,1574238
507,1574239
508,1574241
509,1383
510,1387
511,1574276
512,1049995
513,1049997
514,1428
515,1442
516,1092509
517,1461
518,1462
519,132538
520,1470
521,1471
522,1472
523,1473
524,263618
525,918980
526,1574347
527,1487
528,1493
529,1183660
530,132576
531,1836521
532,1050090
533,1836523
534,1050092
535,1836525
536,1518
537,1836527
538,1836528
539,1836529
540,1836530
541,1836531
542,1836532
543,1836533
544,1836534
545,1528
546,1532
547,1533
548,1535
549,1537
550,1538
551,1539
552,1540
553,1050118
554,1705480
555,1562
556,1566
557,65797
558,1050147
559,1578
560,1579
561,1181228
562,1581
563,1582
564,132672
565,132676
566,153185
567,1614
568,1622
569,1623
570,1639
571,132712
572,1641
573,1642
574,1643
575,1644
576,1645
577,1646
578,1647
579,1648
580,1649
581,1650
582,1653
583,132726
584,1655
585,1656
586,1658
587,1659
588,1660
589,1661
590,1662
591,1181311
592,1665
593,1666
594,1670
595,22124
596,132746
597,132749
598,1181326
599,132753
600,132754
601,132755
602,132756
603,132757
604,132758
605,132759
606,132760
607,132761
608,132762
609,1711
610,1715
611,1717
612,1723
613,1312448
614,1733
615,1734
616,1735
617,1736
618,1737
619,1743
620,1744
621,1748
622,1756
623,1387976
624,1771
625,1772
626,132857
627,1050370
628,1050371
629,1796
630,132874
631,132875
632,1810
633,1811
634,1812
635,1813
636,1814
637,1817
638,1821
639,1050399
640,1829
641,1833
642,1834
643,1844
644,1181504
645,1884
646,590138
647,132963
648,1892
649,1893
650,1894
651,1895
652,1896
653,1898
654,1443691
655,1902
656,1903
657,132976
658,1905
659,1907
660,1909
661,1910
662,1911
663,1916
664,1920
665,132993
666,1922
667,1923
668,1924
669,1926
670,133002
671,1937
672,1942
673,1943
674,1946
675,1951
676,1952
677,1953
678,1954
679,133046
680,133047
681,1977
682,1979
683,1980
684,1981
685,1982
686,1983
687,1985
688,1986
689,1989
690,1990
691,1050574
692,133072
693,133080
694,1574881
695,2022
696,133099
697,133100
698,2037
699,2038
700,2039
701,2040
702,2047
703,2048
704,2049
705,2051
706,2053
707,2055
708,2058
709,2059
710,2064
711,133137
712,1443860
713,2072
714,2076
715,1223685
716,2090
717,2109
718,2115
719,2130
720,2131
721,2133
722,2136
723,2137
724,2138
725,133212
726,2141
727,2144
728,133221
729,1050726
730,2151
731,2154
732,2155
733,2157
734,2165
735,2166
736,2167
737,2169
738,2171
739,2174
740,2176
741,2177
742,2178
743,2179
744,133253
745,133257
746,2192
747,2201
748,2206
749,2207
750,2208
751,2219
752,2220
753,2221
754,2222
755,2223
756,2224
757,2227
758,2228
759,2229
760,2230
761,2231
762,2232
763,2233
764,2234
765,2244
766,2248
767,2249
768,2251
769,1050828
770,2254
771,133327
772,2257
773,2258
774,2264
775,2267
776,2268
777,1050849
778,133346
779,133347
780,133348
781,133349
782,2278
783,2282
784,2283
785,2295
786,2296
787,2299
788,2302
789,2306
790,2310
791,2311
792,2314
793,2319
794,2320
795,1444147
796,2366
797,2368
798,2369
799,2372
800,1575255
801,2394
802,2395
803,2405
804,2406
805,2408
806,2415
807,2436
808,2440
809,2441
810,133517
811,2451
812,2452
813,2453
814,2454
815,2461
816,2462
817,2463
818,1182112
819,2467
820,2468
821,2472
822,2481
823,133564
824,2505
825,2506
826,133585
827,133586
828,133587
829,2516
830,2517
831,2518
832,2524
833,133603
834,2535
835,2536
836,1575404
837,1575405
838,1575406
839,1575407
840,131496
841,2547
842,2550
843,2555
844,2557
845,2561
846,2567
847,133669
848,2598
849,2601
850,133675
851,2606
852,2609
853,1180083
854,133686
855,2617
856,2620
857,1180085
858,2628
859,2630
860,2632
861,133710
