id,adult,backdrop_path,genre_ids,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
80346,FALSE,/1kKT4WQXucvjx3yX28G7IlLf2jw.jpg,"[35, 18]",en,Nobody Knows Anything!,"An aspiring filmmaker learns that success in Hollywood doesn't come as easy as she suspected as she attempts to discover the formula to success. When the guidance of her helpful has-been uncle fails to pave the way, Sarah Wilder must seek the advice of such Hollywood heavies as Mike Meyers, Ben Stiller, and Fred Willard -- only to discover that the old adage is true and Nobody Knows Anything about how to succeed in the cutthroat world of Los Angeles.",2.707832,/e9S1WHxOoOxOoRiCF2rlheMNql1.jpg,10/1/2003,Nobody Knows Anything!,FALSE,2.6,7
60269,FALSE,/2AmrX5cKPsiOca7jz9PbSqJ1bkL.jpg,"[28, 80, 18, 37]",en,Mad Dog Morgan,"The true story of Irish outlaw Daniel Morgan, who is wanted, dead or alive, in Australia during the 1850s.",2.705603,/diysIsjIU4GOVpNsfMQl4bPCZ9Y.jpg,7/9/1976,Mad Dog Morgan,FALSE,5.9,9
38545,FALSE,/8SIupyCKxUbXjWULwfowJgKHCtY.jpg,"[35, 18, 10749]",en,The Unbelievable Truth,"After serving time for murder, Josh Hutton returns to his home town where he meets Audry Hugo. No one can remember exactly what Josh did...",2.705252,/ybcKcM6NVhKZEzwuyLkpQPd3twH.jpg,4/1/1989,The Unbelievable Truth,FALSE,7.4,18
21791,FALSE,/IfQAPELcgWcJOUikBXOJtqmc9P.jpg,"[35, 80]",en,Drop Dead Sexy,"When their money scam runs aground, a group of would-be thieves turn to kidnapping in an attempt to blackmail their target.",2.704913,/eA8djhLhvzeqV7nhGbG3F4rQEBs.jpg,3/12/2005,Drop Dead Sexy,FALSE,4.5,15
23385,FALSE,/vhTy2UYJrwYyj5QOBA9EHIy5eqy.jpg,"[53, 18]",en,New Town Killers,"Two private bankers, Alistair and Jamie, who have the world at their feet get their kicks from playing a 12 hour game of hunt, hide and seek with people from the margins of society. Their next target is Sean Macdonald a parentless teenager who lives with his sister on a housing estate on the outskirts of Edinburgh. She's in debt, he's going nowhere fast. Sean agrees to play for cash.",2.704709,/vnAEgYFMsDywFy7udUvL0KosZ9R.jpg,10/28/2008,New Town Killers,FALSE,5.9,13
62761,FALSE,/wqcrfRJwYDxOAM3XkGbZveaWT0p.jpg,"[35, 27, 9648, 53]",en,The Cars That Ate Paris,"After the death of his brother on the road, unemployed and unstable drifter Arthur Waldo stays for a while in the rural Australian town of Paris as the guest of the mayor, who hopes he will become a permanent member of the Paris population. Arthur soon realizes the quaint hamlet has a sinister secret: they orchestrate car accidents and rob the victims. Survivors are brought to the local hospital, lobotomized, and used for a local doctor's experiments.",2.703176,/rnBOKWZq3i0WOSDvVucNAnkTlEz.jpg,10/10/1974,The Cars That Ate Paris,FALSE,5.1,19
45830,FALSE,/hgLpueDjuqpGZa3adiCvZBLRL8h.jpg,"[53, 27]",en,Behind the Wall,"In this chilling, atmospheric thriller, Katelyn (Lindy Booth) seeks answers about the brutal murder that claimed her mother's life 20 years ago in the lighthouse where they lived, a crime for which her grief-and-guilt-crazed father has long held the blame. When developers descend on the abandoned lighthouse and begin to vanish mysteriously, Katelyn comes face-to-face with the evil haunts the family's former abode.",2.702803,/4mo0mizWjXAFAuuK5Qd6EeMeGeW.jpg,8/30/2008,Behind the Wall,FALSE,5.2,9
30157,FALSE,/x3eLbGCxBHZj8cs8Unx39Hi1lG7.jpg,"[80, 35, 18, 53]",en,Amateur,"A man wakes up in an alley, bleeding and with no memory of who he is. He stumbles into a coffee shop and is befriended by a charitable ex-nun who is failing in her attempts to write marketable pornography.",2.700261,/lZHBvDFavIfOx8gD4iqY701jF98.jpg,8/5/1994,Amateur,FALSE,6.4,22
43942,FALSE,/7OwC8QJP6g3CdFF7eANHnay9YuC.jpg,[99],en,Freakonomics,Some of the world's most innovative documentary filmmakers will explore the hidden side of everything.,2.699956,/kksphV9dA6a5xbLhPCI2XtMMCV3.jpg,10/1/2010,Freakonomics,FALSE,6.7,36
19238,FALSE,/3oW6gJdr2xCbeOs9HywFxyOEkyO.jpg,"[35, 10749]",en,Table for Three,"A suddenly single guy invites what he thinks is a perfect couple to move into his apartment, only to discover they quickly insert themselves into all aspects of his life.",2.698392,/o0UbrDygxVwVV3czlBVwlRtbPAj.jpg,1/1/2009,Table for Three,FALSE,4.9,24
444689,FALSE,/NvYDCtHt4hRCuVGDw5WIeoJyM4.jpg,"[18, 27, 53]",en,Quarries,"To escape her abusive boyfriend, Kat joins a wilderness expedition with a group of women, all of whom are struggling with the uncertainty of life. What was supposed to be an opportunity for personal discovery quickly becomes a fight for survival, forcing each one to discover the strength within themselves that they didn't even know they possessed. While being brazenly chased by a pack of predators, the strong quickly set themselves apart from the weak. In a battle of will, stamina, and heart, these very virtues present themselves at the most crucial moment. With death looming, each is left with what is truly important - the strength within oneself.",2.698337,/aM9Jeyaxsfu7VkXWpYLUpczmPeM.jpg,10/26/2016,Quarries,FALSE,5.4,9
39424,FALSE,/zRsEgXyoNCa16IOphTbywY33WWR.jpg,"[35, 18, 10749]",en,Music from Another Room,"Music From Another Room is a romantic comedy that follows the exploits of Danny, a young man who grew up believing he was destined to marry the girl he helped deliver as a five year old boy when his neighbor went into emergency labor. Twenty-five years later, Danny returns to his hometown and finds the irresistible Anna Swann but she finds it easy to resist him since she is already engaged to dreamboat Eric, a very practical match. In pursuit of Anna, Danny finds himself entangled with each of the eccentric Swanns including blind, sheltered Nina, cynical sister Karen, big brother Bill and dramatic mother Grace as he fights to prove that fate should never be messed with and passion should never be practical.",2.696805,/gKjyiaUMDz4ElHJdcWFzdRBPK5I.jpg,4/24/1998,Music from Another Room,FALSE,5.6,15
28339,FALSE,/5wHcVeMuUNlgQ2JvN0bVQ4sSDeM.jpg,"[28, 35, 27, 53]",en,Hard To Die,"While doing the inventory for a lingerie outlet in a high rise office building, five attractive women are terrorized by a series of bizarre killings. They suspect that the strange janitor, who witnessed another series of killings years back, is at the bottom of the whole thing. Little do they know the real horror that they face in the end.",2.695444,/h7ysWHqr62MgadIdXByYDaDaf7j.jpg,3/10/1993,Hard To Die,FALSE,6.3,15
35946,FALSE,/wBt1keYJF9bKLTH55ZXsjxRt3Ot.jpg,[27],en,The Hollow,"Restless spirits stir this Hollow's Eve, beckoning Ian Cranston, the last blood relative of Ichabod Crane, back to Sleepy Hollow. Thundering hooves unleash a wave of bone-chilling screams as the ghost of the Headless Horseman rides again! Ian must try to save the town and his girlfriend, Karen and determine whether the sword-wielding stalker is their clownish classmate, Brody in costume, or the dark rider himself. If it's truly the Headless Horseman... how do you kill what's already dead?",2.69311,/2RPzdYOhStgkUJpPdAYlv1VvFzX.jpg,8/25/2004,The Hollow,FALSE,4.6,10
17216,FALSE,,"[28, 80, 18, 53]",en,Rx (Simple Lies),"What is meant to be a weekend party across the border soon becomes a heartbreaking journey that tests the boundaries of companionship, romantic love and personal ethics.",2.692463,/44xf6hrpdMHJQ74F6jZxZmcncm3.jpg,4/21/2005,Rx (Simple Lies),FALSE,5.8,6
20513,FALSE,/lVLGNvg6ZY7mmogfj5neXgebybl.jpg,"[18, 10749]",en,Dakota Skye,"For as long as she could remember, Dakota Skye has been cursed with a super power. She has the ability to see the truth in any lie she hears. From small, harmless white lies, to the more devious kind, they have come from the people that she should trust the most; her family, friends and teachers. These lies have snowballed, leading to her becoming bitter and apathetic towards the world around her.",2.69141,/4U3f59UCGWBmUovwL5Wna3OEPlR.jpg,1/1/2008,Dakota Skye,FALSE,5.9,17
35395,FALSE,/1rYqOynxTTQIGT3vpl3rgEOvpSl.jpg,"[35, 10749]",en,Bunny and the Bull,"A young shut-in takes an imaginary road trip inside his apartment, based on mementos and memories of a European trek from years before.",2.689693,/buLKdpk2nwKwboeLsv7wuqBaoc9.jpg,11/27/2009,Bunny and the Bull,FALSE,6.4,24
41970,FALSE,/wY9FOehhxHDOPQtxCzvaml8oaVc.jpg,"[18, 10769]",en,The Last of England,The artist's personal commentary on the decline of his country in a language closer to poetry than prose. A dark meditation on London under Thatcher.,2.685888,/9B8ajk8ou8yZ1IIzoMiuP8sbxaj.jpg,8/23/1987,The Last of England,FALSE,5.8,7
21074,FALSE,/6KmycksYPTsrImHe6NrJrk1Edyj.jpg,[18],en,Brick Lane,"The grind of daily life as a Brick Lane Bangladessi as seen through the eyes of Nazneen (Chatterjee), who at 17 enters an arranged marriage with Chanu (Kaushik). Years later, living in east London with her family, she meets a young man Karim (Simpson).",2.685061,/zHnnLYGpSuRmb4K8m3eDykaJ4ST.jpg,11/16/2007,Brick Lane,FALSE,5.2,15
26271,FALSE,/8mjc5c2ob1xDiKCJsBr9rgYl69y.jpg,[35],en,Live Nude Girls,"A group of old friends at a Hens Night discuss their issues, uncertainties, fears and fantasies.",2.681553,/Akk7MMkH2g95e6LghQBNrDzKiAy.jpg,12/8/1995,Live Nude Girls,FALSE,4.7,12
17731,FALSE,/jOw83tas8d4lNjDJioLaOOO4rb7.jpg,"[35, 18]",en,The Fluffer,Johnny Rebel is a charismatic heterosexual man who makes his living acting in gay porn. His live in girlfriend Babylon is a stripper so she understands the reality of working in the sex industry. Sean McGinnis doesnt. He is a 22-year-old kid who comes to Los Angeles to get into movies and gets sidetracked when he sees a Johnny Rebel video and becomes instantly obsessed. Sean becomes further drawn into the porn scene when he becomes a cameraman for Johnnys company and triggers off a series of events that will change all their lives forever.,2.679631,/5mxnapx9RBIAYnRr6vy0OPeYmD1.jpg,2/11/2001,The Fluffer,FALSE,5.4,15
17179,FALSE,/hpyys3oIs9vuBeLsIT5HEBo1zex.jpg,"[35, 18]",en,Two Weeks,"In this bittersweet comedy, four adult siblings gather at their dying mother's house in North Carolina for what they expect to be a quick, last goodbye. Instead, they find themselves trapped — together — for two weeks.",2.678816,/1b4f5n8t5EYgfZ8X7jk8fIgXnYc.jpg,1/1/2006,Two Weeks,FALSE,6.2,9
40983,FALSE,/gytF7hEuxRq80NuXLExiemBiVUQ.jpg,"[35, 878, 27]",en,Beware! The Blob,"A technician brings a frozen specimen of the original Blob back from the North Pole. When his wife accidentally defrosts the thing, it terrorizes the populace, including the local hippies, kittens, and bowlers.",2.678519,/nqDIlpbPslGUXRi8tXncZdGySOa.jpg,6/21/1972,Beware! The Blob,FALSE,4.9,18
51442,FALSE,/vvbpXGcyRNqUMbWCAPnIcg9o06p.jpg,[27],en,American Gothic,"When six friends fly off on a weekend getaway and are suddenly plagued by engine trouble, they're forced to land on a remote island. Looking for shelter, they're grateful to encounter Ma and Pa and their children - an eccentric family living in the island's backwoods. But what begins as simple hospitality turns into a terrifying race for survival as the friends start disappearing one by one ... and turning up dead.",2.677772,/1DuVYUQTwZtoiUMdUe6inBnCe6.jpg,6/3/1988,American Gothic,FALSE,5.8,21
52105,FALSE,/hxjMnyBghZkcdqA7PpOcoxFpjIH.jpg,"[35, 18]",en,Husbands,"A common friend's sudden death brings three men, married with children, to reconsider their lives and ultimately leave together. But mindless enthusiasm for regained freedom will be short-lived.",2.677527,/tqtVZn1OT0LEMaUFzohabpbsvdx.jpg,12/8/1970,Husbands,FALSE,6.1,16
13791,FALSE,/9kGxxKvVGfssHnZBtYvAlr3B8rs.jpg,"[35, 18]",en,How to Kill Your Neighbor's Dog,"The story of Peter McGowan, a chain-smoking, impotent, insomniac playwright who lives in Los Angeles. Once very successful, he is now in the tenth year of a decade-long string of production failures. He finds himself bonding with a new neighbor's lonely young daughter who has mild cerebral palsy; and during one of his middle-of-the-night strolls, he encounters his oddball doppelgänger.",2.674806,/z8dNyrcYp53N85loCBYIR5JaYab.jpg,2/22/2002,How to Kill Your Neighbor's Dog,FALSE,6.5,22
52878,FALSE,/2BZK9IfwnzDNqqPPkcf0eXeHgec.jpg,"[27, 53]",en,Lost Voyage,"Twenty five years ago, the SS Corona Queen disappeared in the region known as, ""The Bermuda Triangle"". Now, it has returned. Seven people go on board to learn the truth behind her disappearance but the ship did not return alone...",2.672631,/w0bNObjJ5cxvYDGKdCren1Cgdzw.jpg,10/23/2001,Lost Voyage,FALSE,4.9,13
20860,FALSE,/imvRxRC8xhBo3y3UEH0xNyeM8Rv.jpg,[35],en,The Stoned Age,"Determined to avoid another night of driving aimlessly around Torrance in the Blue Torpedo, Joe and Hubbs set out on a quest for fine chicks. Their paths soon cross with Tack, from whom they learn about a pair of foreign radical chicks hanging out near the Frankie Avalon place. Over Joe's objections, Hubbs worms Tack out of the deal, and the pair take a slow ride toward their destiny.",2.672552,/gdDBBxi6XDhWF2LPIeFXT6kAtn0.jpg,12/5/1994,The Stoned Age,FALSE,5.7,20
29420,FALSE,/xSOzxR44FKbrMN0RATdhfnQHV8z.jpg,"[14, 878]",en,Cinderella 2000,"In the year 2047, sex is forbidden and Big Brother uses robots to keep on eye on everyone. One young girl tries to outwit the government so she can be with the man she loves.",2.671952,/uZzKk5iXUwLXMMtdVV4MPo98Erv.jpg,9/14/1977,Cinderella 2000,FALSE,1,3
27271,FALSE,/jGhE4wFqjT6dfJ3McsEJXPie4dJ.jpg,"[28, 18]",en,Eye of the Tiger,"Buck (Gary Busey) is a Vietnam vet, recently released from prison. He returns home to discover the town being terrorized by a vicious motorcycle gang. When the bikers murder his wife and traumatize his daughter, Buck and his friends arm themselves to the teeth and wage war against the gang to destroy them once and for all.",2.668824,/jf1y2iyhnKfo4X705eRBWalAbOg.jpg,7/7/1986,Eye of the Tiger,FALSE,5.1,8
5622,FALSE,/claHLMbK3lVwGDH1T9iV1xxTmOl.jpg,"[10402, 35, 18]",it,E la nave va,"In 1914, a cruise ship sets sail from Naples to spread the ashes of beloved opera singer Edmea Tetua near Erimo, the isle of her birth. During the voyage, the eclectic array of passengers discovers a group of Serbian refugees aboard the vessel. Peace and camaraderie abound until the ship is descended upon by an Austrian flagship. The Serbians are forced to board it, but naturally they resist, igniting a skirmish that ends in destruction.",2.666819,/daEKCPyuRpm5m97ej8mldo6Doip.jpg,10/6/1983,And the Ship Sails On,FALSE,7,21
44282,FALSE,/gUnwK0WeRdAPD5EtCINvL59Wkdp.jpg,"[35, 18, 10749]",es,Plan B,Bruno's plan to win back his ex-girlfriend hits a snag when he becomes attracted to her boyfriend.,2.665346,/pxuHgOyU5Tytlbo4q0t7dS23syu.jpg,3/27/2009,Plan B,FALSE,7.3,29
41144,FALSE,/ocIw3RoIAZusHpr4yr54TZvo38Q.jpg,[18],en,To Save A Life,"Jake Taylor has everything. He has a beautiful girl, he's the champion in basketball and beer pong, and everyone loves him. Then, an old childhood friend, whom Jake used to be friends with, commits suicide. Jake begins to think. He wonders what he could've done to save his friend's life. A youth minister tells him that Jake needs God. So Jake becomes a Christian. However, things begin to spin out of control. His dad is cheating on his mom, his girlfriend is pregnant, and his former friends ridicule and mock him. During all this, Jake is going to realize just what it means to be a Christian and how, to save a life.",2.661991,/qg9WrLmY29vvu57tL6A8yy0JaIV.jpg,11/5/2009,To Save A Life,FALSE,6.4,22
32332,FALSE,/gTndVpWEXdStquhs1Yn2OJPDqXG.jpg,"[35, 10749]",en,Hugo Pool,Hugo Pool is a quirky tale of a Los Angeles pool cleaner who falls in love with a young man dying of Lou Gerhig's Disease.,2.661402,/jJyR2glvvgUZ3qjFVYBUzsKgXmZ.jpg,1/1/1997,Hugo Pool,FALSE,5.2,16
28073,FALSE,/6Xc5jPt4Ublbwky3HORTpGT6aLT.jpg,"[27, 9648]",en,Curse of the Crimson Altar,"When his brother disappears, Robert Manning pays a visit to the remote country house he was last heard from. While his host is outwardly welcoming - and his niece more demonstrably so - Manning detects a feeling of menace in the air with the legend of Lavinia Morley, Black Witch of Greymarsh, hanging over everything.",2.659619,/q2yuct1HXOYPmOughHTj3wXU30c.jpg,12/1/1968,Curse of the Crimson Altar,FALSE,5.2,12
61752,FALSE,,[35],en,Girl 6,"Girl 6 is a 1996 American film by director Spike Lee about a phone sex operator. Theresa Randle played the title character, and playwright Suzan-Lori Parks wrote the screenplay. The soundtrack is composed entirely of songs written by Prince. The film was screened in the Un Certain Regard section at the 1996 Cannes Film Festival. Directors Quentin Tarantino and Ron Silver make cameo appearances as film directors at a pair of interesting auditions.",2.654416,/iy0w5k8icgoBpbTi9JLqUiTSeCU.jpg,3/22/1996,Girl 6,FALSE,5.7,17
18595,FALSE,/uWkIDwQJ2RjfSmNEPj9A8rgwMSx.jpg,"[35, 18]",en,Garage,"A tragicomedy set in the world of gas stations in rural Ireland, where over-diligent employee of the garage searches for intimacy during the course of a life-changing summer.",2.651173,/5gemyDClttqrrzPYnSMcgPDphr.jpg,10/5/2007,Garage,FALSE,6.5,14
59437,FALSE,/rCzdEWQ0X6mrICyBwN7sZSFeZeH.jpg,[18],en,Beautiful Boy,"A married couple on the verge of separation are leveled by the news their 18-year-old son committed a mass shooting at his college, then took his own life.",2.650404,/dpntGfLK58eFZLTGgwqEfwnoWBq.jpg,9/12/2010,Beautiful Boy,FALSE,6.1,29
22216,FALSE,/1qylV5JfWEzGpZ1NxdRSgaqBwI.jpg,[35],en,Fraternity House,"Fraternity House is a 24 hour look inside fraternity life. Set on the last day of the school year graduating seniors Jake and Evan have one day to figure out how to stay on campus for a fifth year. With the help of 8th year senior and fraternity legend Greg ""Fossil"" Karanowski they constantly get themselves into more and more trouble.",2.649455,/4WL3oMqcCF7yagiRPdfOMwH7h10.jpg,9/18/2008,Fraternity House,FALSE,3.3,5
27709,FALSE,/vl1o6mRAraILx8OJIgqO6zS8O8A.jpg,"[80, 878]",en,The Satan Bug,"The Satan Bug (1965) is a science fiction film in which a US government germ warfare lab has had an accident. The first theory is that one of the germs has been released and killed several scientists. The big fear is that a more virulent strain, named The Satan Bug because all life can be killed off by it should it escape, may have been stolen.",2.649309,/4MWZpUto48SdthKTjWPd5TJUbws.jpg,3/26/1965,The Satan Bug,FALSE,5.6,11
27215,FALSE,/oQbu9fJHSz7fEjj9hkditQk7AfI.jpg,"[18, 10749]",en,Rock Haven,"The coastal California community of Rock Haven is the perfect place for cute eighteen-year-old Brady and his loving mother to begin a fresh start. Their mission: to spread the word of the Lord. But while roaming the beach one day, Brady meets Clifford, a young man who is the complete opposite of him: outgoing and athletic as well as incredibly handsome. Their initial encounter stirs up feelings of homo desire that Brady has been suppressing. Once Clifford makes it clear that their attraction is mutual, Brady's conflicting feelings of religious obligation and natural impulse go into overdrive, and the two young men must navigate their confusion, lust and beliefs in order to come to a mutual understanding.",2.648335,/xJrIRcir2MM5P6jljiukJGgUncX.jpg,6/21/2007,Rock Haven,FALSE,4.6,9
25354,FALSE,,"[35, 18]",en,Gardener of Eden,"When a young deli-counter clerk and general slacker in New Jersey accidentally saves a young woman from a serial rapist, he becomes convinced that his new role in life is to become a vigilante.",2.64804,/hvWMjGoj9OlhUVxE5s4cc9C0llb.jpg,4/26/2007,Gardener of Eden,FALSE,5.8,5
35632,FALSE,/ecEYRud5zAmNkhdF46QGH9myrZw.jpg,[28],en,Laser Mission,"A CIA agent is sent to get Professor Braun before the KGB can seize him as the Prof's knowledge, together with a recently stolen diamond, could be used to make a laser cannon.",2.646845,/11HVGBQPEIMKTZqF5NRoEnTHpOW.jpg,11/1/1989,Laser Mission,FALSE,4,13
26907,FALSE,/gzfPcuIwIHwi6NrRsZq0ABGgoZF.jpg,"[35, 18]",en,Duane Hopwood,A down-on-his-luck divorced father struggles to get his life and family back together before it's too late.,2.644765,/5Z4pUAiaXmkZI9neRIHTGL2QGrs.jpg,11/11/2005,Duane Hopwood,FALSE,4.5,6
11900,FALSE,/5N0vqWOzAaJVwyDrhtkI5lBhsh7.jpg,"[35, 18]",de,Auch Zwerge haben klein angefangen,"The inhabitants of an institution in a remote country rebel against their keepers. Their acts of rebellion are by turns humorous, boring and alarming. An allegory on the problematic nature of fully liberating the human spirit, as both commendable and disturbing elements of our nature come forward. The film shows how justifiable revolt may be empowering, but may also turn to chaos and depravity. The allegory is developed in part by the fact that the film is cast entirely with dwarfs",2.64307,/yk9lfBzp4GXNMEtSLOZeh01sotU.jpg,9/16/1970,Even Dwarfs Started Small,FALSE,6.6,28
50236,FALSE,/7ETqwUYfYbz7Cz5JWGtWvpOeEDs.jpg,"[28, 80, 53]",it,Milano odia: la polizia non può sparare,"A psychotic small-time criminal realizes that the everyday robberies, rapes and murders he commits aren't profitable enough, so he figures to hit the big time by kidnapping the daughter of a rich man.",2.639768,/z6YQDeXtBHdO8VkmW37fTmj9R1Q.jpg,8/8/1974,Almost Human,FALSE,6.4,22
39477,FALSE,/rQ0KsXdK161m8DrhQJdCZJzeShV.jpg,[18],en,Small Town Saturday Night,"Just days before Rhett (Chris Pine) is leaving for Nashville to pursue a lifelong dream of being a singer/songwriter, his girlfriend Samantha (Bre Blair) realizes that ""his"" future may not be ""their"" future. This news comes as a shock to Rhett, and he is faced with having to choose between following his dream and staying in his hometown in order to be with the woman he loves.",2.639308,/ul0kH4XDMx0s7HfAbgz9EfOl31I.jpg,5/31/2010,Small Town Saturday Night,FALSE,6.5,14
27104,FALSE,/rg8ceusDas8ZehpgTLczRle7Rwh.jpg,[18],it,Hamam,Francesco and Marta run a husband-and-wife design company in Rome. When Francesco's aunt dies in Instanbul he travels there to sort out the hamam turkish steam bath that she left him. He finds a love and warmth in his realtives' Instanbul home that is missing from his life in Italy.,2.639136,/7djUV6eFo4Vgl4ODakrUnyqxXh1.jpg,10/24/1997,Steam: The Turkish Bath,FALSE,6.2,26
40856,FALSE,/lFtm0hbjvLZPcDNnuv6KiuyYVNA.jpg,[18],en,That Evening Sun,"An aging Tennessee farmer returns to his homestead and must confront a family betrayal, the reappearance of an old enemy, and the loss of his farm.",2.636887,/z2ZrspgS6zPu7EUDx5U1IJQ6nNH.jpg,11/6/2009,That Evening Sun,FALSE,6.7,16
27084,FALSE,/i6sv0ZiLcBbB656VTh7PKyILbc0.jpg,"[27, 878, 53]",en,Invasion of the Bee Girls,"Neil Agar, a security agent with the State Department, is dispatched to Peckham, California to investigate the death of a bacteriologist working at government-sponsored Brandt Research. His investigation is soon complicated by a growing number of deaths, all men who died of congestive heart failure caused by sexual exhaustion.",2.632957,/wCGVmyoiGLFHsH6SrQt3vITSPRQ.jpg,6/1/1973,Invasion of the Bee Girls,FALSE,4,15
39916,FALSE,/lFVchjatYGDhRTZP84Fwtu5JwUG.jpg,"[12, 878, 27, 10749]",en,Contamination,"A former astronaut helps a government agent and a police detective track the source of mysterious alien pod spores, filled with lethal flesh-dissolving acid, to a South American coffee plantation controlled by alien pod clones.",2.631208,/diSSYPayASVx7SzNBxagM5oYnFn.jpg,8/2/1980,Contamination,FALSE,5.4,20
49332,FALSE,/vT9PBO0gXI3qjTPTQBOofa7Cfud.jpg,"[27, 878]",en,Deadly Eyes,"Corn grain contaminated with steroids produces large rats the size of small dogs who begin feeding on the residents of Toronto. Paul, a college basketball coach, teams up with Kelly, a local health inspector, to uncover the source of the mysterious rat attacks and they eventually try to prevent the opening of a new subway line as well as find the mutant rats nest quickly, or there will be a huge massacre of the entire city!",2.629173,/mSBqZGJUGZ7awTvuyUDLelOWlV8.jpg,10/23/1982,Deadly Eyes,FALSE,4.9,8
39269,FALSE,/wCmGnZBuoFjsOuITHeEW3W606DO.jpg,[18],en,Out of the Blue,"Dennis Hopper is a hard-drinking truck driver who loses control of his truck under the influence and slams it into a busload of screaming children. After serving his five year jail sentence, Hopper finds his daughter, Cebe (Linda Manz), the love of his live, grown into a rebellious punk in a backwater town, having barely been looked after by her junkie mon (Sharron Farrell). Cebe's hopes of once again becoming a ""normal"" family painfully proves to be doomed, as she desperately tries to hold everyone together. Hopper's loose, naturalistic style and sympathetic, yet critical attitude infuses the drama with a painful power that finally erupts in a devastating and thrillling conclusion.",2.626558,/k3mkPEuudkHEpXtSXcJGnUWTmuG.jpg,5/1/1980,Out of the Blue,FALSE,6.5,17
9698,FALSE,/56Up4oEqt4RHAADorgZEzP7uZmE.jpg,"[28, 37, 35, 80]",en,Straight to Hell,"A gang of bank robbers with a suitcase full of money go to the desert to hide out. After burying the loot, they find their way to a surreal town full of cowboys who drink an awful lot of coffee.",2.624301,/3IkA7v9hJC616hLdz8v38ICeoS.jpg,1/1/1986,Straight to Hell,FALSE,4.2,7
5421,FALSE,/repiTtG43T5c4mur34ywWkDGu8t.jpg,[27],it,Rosso sangue,A man has been driven insane by church-sanctioned scientific experimentation which also causes him to be nearly impossible to kill. He is pursued to America by a priest where he embarks upon a killing spree while the priest tries to hunt him down and kill him.,2.623867,/k7rrC6mj5omaoNUrJ5OKvqcAHYi.jpg,10/11/1981,Monster Hunter,FALSE,5.2,13
24152,FALSE,/h8FUb7NY3MWtuQtDy3jKOJRu4Wr.jpg,[35],en,The Magic Christian,"Sir Guy Grand, the richest man in the world, adopts a homeless boy, Youngman. Together, they set out to prove that anyone--and anything--can be bought with money.",2.615455,/iOUlJDRL7dZynvPqkp1ilMKnnE9.jpg,12/12/1969,The Magic Christian,FALSE,6.1,14
15936,FALSE,/zUUSzq2lIlc1hvosFC39eISjlUZ.jpg,"[35, 18]",en,Just Add Water,"An offbeat romantic comedy about a decent guy, Ray Tuckby, with a dead-end life in the dead-end town of Trona, CA. After encouragement from a stranger whom he happens upon, Ray begins to dream again. He sheds the parasites in his life, musters the nerve to pursue his childhood love, and finally takes back his community by toppling the local teenage Meth-baron.",2.613686,/wOgfdyoQRFLwtC9wwmz9vC6elQb.jpg,3/18/2008,Just Add Water,FALSE,5.4,20
33294,FALSE,/sViLI3qibwhQ7Y978ipc5gabROo.jpg,[18],da,Forbrydelser,"Anna, a young theology graduate, starts work as a prison chaplain. She becomes especially concerned about one inmate, Kate, regarded as difficult and withdrawn, but whom the other inmates credit with mysterious healing powers.",2.613244,/q1FI9qRTqFn0PfOaHsV4rR4TIM9.jpg,1/23/2004,In Your Hands,FALSE,5.6,8
47902,FALSE,/3RkoPPcF5W0n8aTlaziJMGxQYyR.jpg,"[80, 18, 9648, 53]",en,Meskada,"Small-town detective Noah Cordin is called to solve a juvenile homicide that occurred during a home burglary in his affluent town of Hilliard. The dead boy's mother, Allison Connor, is a member of the Meskada County Board of Commissioners, and a powerful woman in Hilliard; and the entire township rallies together in solidarity - to support her and Detective Cordin's efforts to find the killers.",2.612119,/9jQHMpMjr5n0o7e4CnAlel0ECEi.jpg,10/3/2010,Meskada,FALSE,4.6,6
41587,FALSE,/1Pml9aneYGI2qhsahRFpWaiCH33.jpg,"[18, 53]",en,Mother's Boys,"Sexy but unstable wife and mother Jude walked out on her family three years ago. Now, just as suddenly, she is back. But her husband, Robert, has fallen in love with Callie, an assistant principal at his sons' school. He asks Jude for a divorce. She responds by trying to turn her three boys against Callie, then by slashing herself and blaming her rival and finally by drawing her 12-year-old, Kes, into a murderous plot.",2.611232,/unyDWUI98A9Tde6wkIgDc7kMDSC.jpg,3/17/1994,Mother's Boys,FALSE,5.4,17
8074,FALSE,/htIrTi5WK4XyGYLa3fHBaKgH3Zy.jpg,"[35, 18]",fr,Deux ou trois choses que je sais d'elle,The story of a housewife who must work the streets to earn an extra living - and who becomes the starting point for a larger socio-political essay.,2.607678,/i1gpu7tlXsOVhhRdPIxCNphYJV0.jpg,3/17/1967,2 or 3 Things I Know About Her,FALSE,7,33
40562,FALSE,/1gDuSdsaZdmpAJ92af74KDFCcFk.jpg,"[35, 18]",en,Committed,"After her husband, Carl (Luke Wilson), suddenly leaves, Joline (Heather Graham) travels from New York to Texas to track him down. Although Joline tries to remain upbeat, she is discouraged when she discovers that Carl already has a new girlfriend, the lovely Carmen (Patricia Velasquez). Familiarizing herself with Carl's new home and friends, Joline gets company in the form of her brother, Jay (Casey Affleck). Will Joline win Carl back, or are there other romantic possibilities on her horizon?",2.606774,/dvP7wZRU80eu5P3qj1lhUgcrXU4.jpg,1/21/2000,Committed,FALSE,4.4,12
