id,adult,backdrop_path,genre_ids,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
33403,FALSE,/29dVLyqVAo017aoBDh5DVVUpBTG.jpg,[18],en,Chrystal,Man (played by: Billy Bob Thornton) is still in shock many years after a devistating accident takes the life of his only son and perminantly injures his wife. After all of these years the man finaly comes home to his still married wife (Played by: Lisa Blount)trying to redeem himself and work things out.,2.203128,/1hTZXaHywkO4EnNDV1ibQv0WtRm.jpg,2/26/2004,Chrystal,FALSE,6.6,9
38344,FALSE,/tA3YNvIO8i2urzOV9C5J2OVoza5.jpg,[18],en,On a Clear Day,"After decades of laboring as a Glasgow shipbuilder, Frank Redmond, a no-nonsense 55-year-old working-class man, suddenly finds himself laid off. For the first time in his life, he is without a job or a sense of direction, and he's too proud to ask for guidance. His best mates - rascally Danny, timid Norman and cynical Eddie - are there for him, but Frank still feels desperately alone. An offhand remark from Danny inspires Frank to challenge himself. Already contemplating the state of his relationships with loving wife Joan and all-but-estranged son Rob, Frank is determined to shore up his own self-confidence. He will attempt the near impossible - swimming the English Channel.",2.201867,/beSTo4lFwoP3P0Yf2qnib4hnzAb.jpg,8/18/2005,On a Clear Day,FALSE,6.5,10
52620,FALSE,/lWlUmELLzYiwR1bYO44f9dQopod.jpg,[18],en,Little Fugitive,"Joey Norton, seven years old, lives with his older brother Lennie in a lower middle class neighborhood of Brooklyn. Joey is too small to be taken seriously by Lennie and Lennie's friends. One day, while their mother is away visiting her sick mother, Lennie and his friends play a joke on Joey. They stage an incident so that Joey thinks he has shot and killed his brother. Francois Truffault credits this classic with inspiring the French New Wave.",2.201509,/rwkNUgTlQvXED8oGlk3T9uZsjbK.jpg,10/6/1953,Little Fugitive,FALSE,7.3,14
16765,FALSE,/fQtvwc4PPqsManpfgwuKvvDbWzz.jpg,[99],en,Bukowski - Born into This,"Director John Dullaghan’s biographical documentary about infamous poet Charles Bukowski, Bukowski: Born Into This, is as much a touching portrait of the author as it is an exposé of his sordid lifestyle.  Interspersed between ample vintage footage of Bukowski’s poetry readings are interviews with the poet’s fans including such legendary figures such as Lawrence Ferlinghetti, Joyce Fante (wife of John), Bono, and Harry Dean Stanton.  Filmed in grainy black and white by Bukowski’s friend, Taylor Hackford, due to lack of funding, the old films edited into this movie paint Bukowski’s life of boozing and brawling romantically, securing Bukowski’s legendary status.",2.201396,/p4EZIoLaRdfrgCQvOVH4Y31DyGD.jpg,1/18/2003,Bukowski - Born into This,FALSE,7.8,16
63987,FALSE,,"[35, 10769]",en,Finding Lenny,"""Everything happens for a reason"" - on his 50th birthday, Lenny Vincent is fired from his job as a sports writer for a daily newspaper, his wife of 19 years leaves him for a much younger man and he and his best friend Dave are caught in a gang heist at a restaurant. He ends up being hi-jacked by the gang and dumped in a rural village. Here he befriends the local chief and embarks on the adventure of a lifetime; helping to reunite the chief's warring sons, fighting a money grabbing property company from turning the chief's land into a golf course, coaching the village soccer team and ultimately.. finding himself!",2.201046,/AdESPZgCq36n36ZcxeBb8uX6Kbs.jpg,1/1/2009,Finding Lenny,FALSE,3.3,2
65104,FALSE,/yjyNqZFtbVOwcGZdbpD3WmQxpVO.jpg,"[35, 18, 878]",en,Пыль,"The genre of the film DUST could be called fantastic realism or existential drama with elements of the fantastic. Dust means the haste in which people live. Dust is a common misconception, the natural clogging up of the brain. Specks of dust how scientists perceive people, scientists who think they know more than anyone else about the universe.",2.198925,/c0NttwZbJcgp7ifWizo0Y9afpm2.jpg,6/17/2005,Dust,FALSE,5.4,9
50182,FALSE,/7C7rJoEHivwfQGlf9Fp7Gb4i7ON.jpg,[18],fr,La Roue,"Sisif, a railwayman, and his son Elie fall in love with the beautiful Norma (whom Sisif rescued from a train crash when a baby and raised as his daughter), with tragic results. Originally running over nine hours, its recent editions have been cut to about four hours.",2.19613,/A703makDsVXwwBXg81vuqT5ZmPP.jpg,2/17/1923,La Roue,FALSE,7,8
32298,FALSE,/od1YKUxPIKTKbp555CLFrWVm2z2.jpg,"[35, 18, 10749]",en,Seeing Other People,"Two months shy of their wedding, a couple decide to allow each other last flings until their wedding.",2.195273,/65wiBeo8CzCmBb0VHYjIztlpYu.jpg,1/1/2004,Seeing Other People,FALSE,5.8,9
39775,FALSE,/kJd0LN3zn7mLdbIv5Yp4BKne3Qn.jpg,[28],en,Caged Heat,A girl is caught in a drug bust and sent to the hoosegow.,2.193283,/uzofHV0kPR3Y5Jnkwsk8SDFzUYt.jpg,4/19/1974,Caged Heat,FALSE,5.1,9
22819,FALSE,/4e9pCM3dDmQkB7EmQhH7Z5Qalg7.jpg,[18],en,American Son,"The story of a young Marine, fresh from Camp Pendleton, who is forced to confront the complexities of adulthood and a volatile home life during a four-day Thanksgiving leave.",2.192822,/h6LX3G7eiLDr5ZCMp3cbSiW9EDJ.jpg,1/1/2008,American Son,FALSE,4.4,4
15073,FALSE,/29orv6b3wrnRrle4Ru2aKEoieYk.jpg,"[18, 53]",en,Cargo,A young backpacker gets into some trouble in Africa and stows away on a cargo ship heading to Europe.,2.192534,/q6WEbTdq8vcOXgPmRywehJpcj8r.jpg,12/26/2005,Cargo,FALSE,4.7,12
34108,FALSE,/pnfMpbU4Y2nDrh2XBpOrCR5wlfD.jpg,[53],en,Duress,"Haunted with nightmares of his wife's recent suicide and struggling to mend the relationship with his only daughter, Richard is caught as a witness to the violence of Abner Solvie. He finds himself at the mercy of a charismatic killer and plagued by his involvement in the city's recent murders. As Abner's new found protégé, Richard is forced to adopt the mind of his sociopathic mentor in order to protect the one he loves. Richard must decide if he's willing to kill in order to keep his daughter alive.",2.186941,/c8J1jaUt8wCLILIW7D0wWR21OQq.jpg,8/20/2009,Duress,FALSE,4.3,7
39924,FALSE,/dwmTF9JSAzGcsqrr9UAJyd3OMRA.jpg,[53],en,Exposé,A paranoid writer is unable to get started on his second novel. He hires a secretary and then his troubles really begin.,2.1858,/3fu1M3EG8mmMy3ZpCyRytb7uV5M.jpg,3/1/1976,Exposé,FALSE,5.9,10
50318,FALSE,/pchXUoZOpXjof37fTY61Woy13gw.jpg,"[35, 18]",en,Go Go Tales,A financial struggle between owners of a go-go club threatens its future.,2.185421,/AldbYDY5jBAuA9DfMQ6C1Vm1wnT.jpg,5/23/2007,Go Go Tales,FALSE,5.3,15
44052,FALSE,/wbBpJy6E6J3VbkJYVBEvGjpS8Lo.jpg,"[18, 9648, 10749, 53]",en,Black Widow,"Ginger Rogers steals the show as a selfish, snide Broadway superstar in Nunnally Johnson's Black Widow, preening, snooping, gossiping, and bestowing air kisses in equal abundance. Rogers is Carlotta Marin, a grande dame of the thea-tah, married, it would seem happily, to Brian Mullen (Reginald Gardiner). Yet at the heart of Black Widow is something grim, the death of a young, ambitious writer named Nancy (Peggy Ann Garner), who gloms onto a theater producer (Van Hefflin), who's in love with his wife, Iris (Gene Tierney, heartbreakingly lovely). Nancy's death appears to be self-inflicted, and yet as each piece of evidence--a weird suicide note, a threatening letter received in the mail--piles up, things begin to point to murder.",2.183579,/3Id4jDWT1mmC57oGNgseOxoYOQ5.jpg,10/28/1954,Black Widow,FALSE,4,5
32241,FALSE,/sWyPPkcuAMWxultNLI9e4gZJ00V.jpg,[35],en,Bug,"A small boy squashing an insect sets in motion a series of events, large and small, that include a lost restaurant reservation, a drunken fender-bender, disruption of basic cable television service, and more than one relationship falling apart. One person's disaster becomes another's boon, and vice versa--because a man loses his job, a young girl becomes the lead ballerina in the school play, which in turn causes the death of a pet pig. These characters weave around Los Angeles and each other as seemingly mundane events fall into place, putting them on a collision course with a common fate and one heroic act of competence.",2.1835,/zWz6yoYyyXDSq0ZOUCqgkRdoMVQ.jpg,2/28/2002,Bug,FALSE,6.9,9
43045,FALSE,/tkXxkvhnVrv7nXJ7y1UQi0P1cqL.jpg,[27],en,The Hypnotic Eye,A stage hypnotist's (Jacques Bergerac) ugly helper (Allison Hayes) suggests terrible things to spellbound beauties.,2.183002,/vxtihIDZiGxvgIT3iIfN2uh3PPy.jpg,2/27/1960,The Hypnotic Eye,FALSE,6.3,7
20430,FALSE,/yP8qlADXS7rD9fw1YT63AY3e36O.jpg,"[35, 10749]",en,Meet Market,"Lonely aspirants on the LA dating scene hook up at thier local grocery store, where they can see and be seen by some of their dubiously eligible fellow singles, all the while hoping for that one magical relationship that will finally click.",2.182164,/mxrNK5TtBDtxD7C7s8viN9xahz7.jpg,1/29/2004,Meet Market,FALSE,0,0
22774,FALSE,/tCs6D37AGOWQw5qhQ66mGm9xhzg.jpg,[99],en,Valentino: The Last Emperor,"Film which travels inside the singular world of one of Italy's most famous fashion designers, Valentino Garavani, documenting the colourful and dramatic closing act of his celebrated career and capturing the end of an era in global fashion.  However, at the heart of the film is a love story - the unique relationship between Valentino and his business partner and companion of 50 years, Giancarlo Giammetti. Capturing intimate moments in the lives of two of Italy's richest and most famous men, the film lifts the curtain on the final act of a nearly 50-year reign at the top of the glamorous and fiercely competitive world of fashion. (Storyville)",2.180193,/2b6DEEJmJRleOL5JmBzclbT2Evu.jpg,1/1/2009,Valentino: The Last Emperor,FALSE,6.9,11
18865,FALSE,/6DvAo3UJo9WVLrCpeor5GbAC7od.jpg,"[35, 18, 10749]",en,Crashing,"It sounds like a budding writer's dream: a bestselling first novel, a luxurious house in Malibu, and a trophy wife... But it all unravels when writer's block and a failed marriage send Richard McMurray (Campbell Scott, The Exorcism of Emily Rose) out into the streets.",2.174845,/A30u8DcpQXLvLAMuzeSCEL8QHhS.jpg,1/1/2007,Crashing,FALSE,4.6,4
53027,FALSE,/yUPa0hPxiJKRfarbmR3RB22fnRs.jpg,"[35, 10751, 10749]",en,Mystery Date,"The shy teenager Tom McHugh worships his sexy neighbor Geena Matthews that lives on the other side of the street, but he does not dare to talk to her. When his parents travel with their dog for a competition and his self-confident big brother Craig McHugh unexpectedly arrives from California for a visit with a classic 1959 Cadillac, Graig decides to call Geena and schedule a date with Tom. He lends his clothes and his credit card to Tom, who cuts his hair like Craig, buy flowers while Tom calls a limousine service. However, the driver has an accident and Tom decides ""to borrow"" the fancy car to impress the girl. When Tom is mistakenly taken as being Craig and finds a body in the trunk, his dream-night with Geena becomes a nightmare.",2.174601,/d1B4cHF5Evb5qf03KbUPTMkhE0Y.jpg,8/16/1991,Mystery Date,FALSE,5.5,12
46098,FALSE,/aYaZ5MyTP9uYw0op6CwhfNqSzWo.jpg,"[18, 10769, 10749]",it,Luce dei Miei Occhi,"Antonio is a fallen angel, a rootless chauffeur in Rome, who relates only to the lonely heroes in the pulp fiction novels he grew up with. Only through a change encounter with Maria, a woman struggling to hold onto her daughter and her business, does he discover a hope that's been in his detached existence.",2.173144,/6e2w0xlCoBKtSxojiWtP6sWrlPb.jpg,9/10/2001,Light of My Eyes,FALSE,7.1,8
26007,FALSE,/oy2FgecGRgtFuo1caGQYafsiq99.jpg,"[18, 10402]",en,Killer Diller,"A guitar playing car thief meets an autistic savant piano player, and together they transform a group of reluctant halfway house convicts into The Killer Diller Blues Band.",2.172671,/blI5jnrGKa9LRAzyYw6ecctGnGs.jpg,1/1/2004,Killer Diller,FALSE,0,0
28677,FALSE,/zoSmyOGv6uAypjUiYEhz1651ans.jpg,"[28, 12, 35]",en,Without a Paddle: Nature's Calling,"Venturing into the woods causes nothing but trouble and hilarity for three misguided males in this straight to video spin-off of 2004's ""Without A Paddle"".",2.169246,/xx36wep0U9gzOGQM0KEksEZFvcd.jpg,1/13/2009,Without a Paddle: Nature's Calling,FALSE,5.1,18
18166,FALSE,/dUbafpMO902Qdn1rHWA9zSTw1qh.jpg,[18],en,3 Needles,"A three-paneled look at the worldwide AIDS crisis: in Montreal, a porn actor (Ashmore) schemes to pass his mandatory blood test; a young nun (Sevigny) makes a personal sacrifice for the benefit of a South African village; in rural China, a black market operative (Liu) posing as a goverment-sanctioned blood drawer jeopardizes an entire village's safety",2.166541,/wN4dYaTmkZ6ff1moVWrHVZcm8tZ.jpg,9/9/2005,3 Needles,FALSE,0,0
22200,FALSE,/cuaAhZsWK5kznBN1OPMxe3LTEaH.jpg,"[28, 35, 18, 10749]",en,Once Upon a Time in the Midlands,"Dek, a decent but somewhat dull man, enjoys a happy existence with beloved girlfriend Shirley. They live together with her 12-year-old, Marlene: her daughter by the delinquent Jimmy, who flew the coop years ago and hasn't been heard from since. Dek loves Shirley so much that he proposes to her on national television.",2.165476,/yigCOSwHq6zOxEScMARhIba0547.jpg,9/6/2002,Once Upon a Time in the Midlands,FALSE,5.9,14
37873,FALSE,/3ubcxuCNrAM3udaaDPoyR94iUsm.jpg,"[28, 18, 10769, 36]",ja,Shinsengumi,"Near the end of the nineteenth century, as the balance of power shifts from Shogunate towards the Emperor, Japan restlessly awaits the dawning of a new age. But not all are content...The Shinsengumi, a small army of samurai, farmers and peasants, band together to do battle against the tide of history. Their leader, Isami Kondo (Mifune) is a man who rises from farmer to fighter to head the fierce Shinsengumi brigade. Using a stern hand and a heart of gold, he rallies his men in defense of the tottering Shogunate. But bloodshed and treachery lurk around every corner.",2.165411,/9PUagLDNXCBzIxdaXn8Q6pta5J7.jpg,12/5/1969,Shinsengumi: Assassins of Honor,FALSE,6.3,8
44695,FALSE,/3bgl4l4HZZS0hmXfqspooR7O06z.jpg,"[28, 18]",en,The Born Losers,A ruthless motorcycle gang rides into a California town and terrorizes its denizens.,2.165161,/V4JqWfHypz0oheAK1wLBDX9yiQ.jpg,8/18/1967,The Born Losers,FALSE,5.3,14
47604,FALSE,/1DTmWkhdIExfPsEZ9yBNbB1vVYr.jpg,"[18, 10769, 10749]",en,The Serpent's Kiss,A man sends a young architect (Ewan McGregor) to build an extravagant garden to bankrupt the husband of the woman (Greta Scacchi) he once loved.,2.165035,/2UgwPmHYYcgz0lhkTsoe8fNziJo.jpg,5/14/1997,The Serpent's Kiss,FALSE,5.8,8
18941,FALSE,/6iLdK5oJBRrhFW64gYuw7g7ndc9.jpg,[18],en,Marion Bridge,Three estranged sisters reunite to care for their dying mother and old conflicts and secrets return to the surface.,2.164096,/dZ6DRaQr5XA5xXnIcHXqZigkNBH.jpg,4/18/2003,Marion Bridge,FALSE,6.2,6
45110,FALSE,/wmLpMwr9sQoW422ze43c98xXRxG.jpg,"[18, 10749, 53]",en,Until the Night,"Filmmaker Gregory Hatanaka fashions a stunning film about love and excess. Robert (Norman Reedus) is a writer who hasn't done much writing lately; instead, he's busy pushing the envelope with his toxic mix of boredom, drugs and a dalliance with a married woman, Elizabeth (Kathleen Robertson). In spite of Elizabeth's marital status, Robert falls for her completely -- a commitment that just may blow up in his face, along with the rest of his life.",2.163655,/eCvsBaXQEEDFSDPfH4BnU75X7Sl.jpg,6/12/2004,Until the Night,FALSE,10,1
46914,FALSE,/gbMFXiRnrotxnYM6WmAt4WeOFsD.jpg,"[18, 10749]",cn,快乐工厂,"A series of intertwining tales involve ""pleasure seekers and pleasure providers"" during the course of one night in Geylang, Singapore's red-light district. There are three distinct stories, united only by the presence of characters from all the stories in a streetside eatery:",2.163009,/kpcIsbvEfUaovWFC9rRkjSJxKam.jpg,10/18/2007,Pleasure Factory,FALSE,4.4,5
35848,FALSE,/4bNd1El9IRleXRJ7y8VxtciWlCY.jpg,"[80, 18, 10769, 9648]",hu,Hukkle,"Using almost no dialogue, the film follows a number of residents (both human and animal) of a small rural community in Hungary - an old man with hiccups, a shepherdess and her sheep, an old woman who may or may not be up to no good, some folk-singers at a wedding, etc. While most of the film is a series of vignettes, there is a sinister and often barely perceptible subplot involving murder.",2.15884,/gSfLQ0inA0J4hmtpDouUQMQ3ikK.jpg,10/24/2002,Hukkle,FALSE,6.8,17
43248,FALSE,/paduOKSkhohN0GJz9wJAIGQn0hY.jpg,"[27, 878, 53]",en,The Brain from Planet Arous,"An evil alien brain, bent on world domination, takes over the body of an atomic scientist, while a ""good"" alien brain inhabits the body of the scientist's dog and waits for an opportunity to defeat the evil brain.",2.156684,/cM0H9hTfKEUPg8DeDXZFIDJq41Q.jpg,10/1/1957,The Brain from Planet Arous,FALSE,4.9,9
14669,FALSE,/x7PYlmWJPRTaYBEfclguvjE64rF.jpg,[18],en,Yonkers Joe,"Yonkers Joe tells the story of a dice hustler whose determination to make one last grab for a big score in Vegas is complicated by the reappearance of his estranged, mentally challenged son into his life.",2.154698,/bQnOwQII9h8AC80jBOEJIJeIWnr.jpg,4/1/2008,Yonkers Joe,FALSE,4,5
34767,FALSE,/yrPIcSeEh2EQinE1CwIZK7X3xMq.jpg,"[99, 10402]",en,The White Stripes: Under Great White Northern Lights,"In 2007 the legendary American duo White Stripes toured Canada. Besides playing the usual venues they challenged themselves and played in buses, cafés and for Indian tribal elders. Music video director Emmett Malloy followed the band and managed to capture both the special tour, extraordinary concert versions of the band's minimalist, raw, blues-inspired rock songs and the special relationship between the extroverted Jack White and the introspective Meg White - a formerly married couple who for a long time claimed to be siblings. The film makes striking use of the band's concert colors: red, white and black.",2.154101,/sZUxoFhhZsyU2bk3d22KmgmYSrK.jpg,1/1/2009,The White Stripes: Under Great White Northern Lights,FALSE,6.9,9
55309,FALSE,/8QMNOUzMQfNvm0CdQVvin2Qo3RQ.jpg,[18],en,Vincent & Theo,"The tragic story of Vincent van Gogh broadened by focusing as well on his brother Theodore, who helped support Vincent. Based on the letters written between the two.",2.153889,/2ZCnkRIRH66aPkhHJsv4MQzwDr4.jpg,12/2/1990,Vincent & Theo,FALSE,6.3,15
7992,FALSE,/touvq1aQSOB0FRMalrCCQbytbnl.jpg,[18],en,It's a Free World...,"The film focuses on Angie (Kierston Wareing), a working class woman who, after being fired by the agency that she works for, decides to set up a recruitment agency of her own, running it from her kitchen with her friend Rose (Juliet Ellis). Taking advantage of the desperation of immigrants, Angie is able to build a successful business extremely quickly.",2.150917,/zcD5sZioR956Cm2DwEtw5ljO0vN.jpg,9/1/2007,It's a Free World...,FALSE,6.3,24
16430,FALSE,/90S5hiJNmOPf09EbFwLTuEvKXE.jpg,"[18, 10749]",en,Dandelion,"In a small town of rolling fields and endless skies, isolated 16 year old Mason lives in a world where families exist in fragmented silence and love seems to have gone missing. Then Mason meets Danny, a sensitive and troubled girl, and their tender bond is soon tested after a fatal accident and a series of complications takes Mason away for something he didn't do.",2.149924,/32hnycB3Z0qCegmjXwyMFW0OKoj.jpg,1/1/2004,Dandelion,FALSE,7.8,4
69151,FALSE,,"[18, 28]",en,The Cycle Savages,"The leader of a biker gang takes exception to an artist sketching them, so he makes plans to crush the artist's hands.",2.149033,/2VVWZtxy141maTMbMwHNtggmrJb.jpg,8/22/1969,The Cycle Savages,FALSE,5.4,7
69343,FALSE,/rsub79PKFIBMrBkb3DzZQIhl9w1.jpg,"[28, 80, 53]",en,Exterminator 2,The flamethrower-wielding vigilante John Eastland returns to rid New York of a drug lord and his gang.,2.148863,/dmvQsaEPF1xes0KD7r8NDVxnsAD.jpg,9/14/1984,Exterminator 2,FALSE,4.1,8
28136,FALSE,,[99],en,Popatopolis,"In 20 years, he's directed more films than Martin Scorsese, He's produced more profitable movies than Jerry Bruckheimer, And he's infuriated more actors than Alfred Hitchcock. The ultimate B Movie Documentary, focusing on B Movie Giant Jim Wynorski (and B Movie Celebration Mentor) and his attempt to make a feature film in 3 days. He's directed seventy feature films, but he's never made one... in THREE DAYS. Jim cuts the shooting schedule, has the actors cook their own food. A documentary featuring B-Movie legends Roger Corman, Andy Sidaris, Julie Strain, Julie K. Smith and Stormy Daniels, Popatopolis follows Jim Wynorski as he begins to film one of his many opuses ""Witches of Breastwick"" Jim's frenetic pace demands 100 setups per day (the Hollywood standard is 20), and he reduces his electric package to just two lights so he can concentrate on the task at hand.A great overview of a true master at work and in many ways a laser sharp dialectic on the state of B filmmaking today.",2.14856,/4U8y7k5BMz0hVTP0MWGplw6oYjT.jpg,6/10/2009,Popatopolis,FALSE,6.9,7
23515,FALSE,/7VTD4lN2I6fYmAJ6MDRQCROIDQK.jpg,"[53, 27, 80]",en,Sick Girl,"Izzy is raising her younger brother, Kevin, by herself. Their parents are deceased and her older brother, Rusty, is away in the Marines. When Izzy learns that her little brother is being bullied at school, she does what any unstable, psychopathic, homicidal sister would do.",2.142355,/oLQek0pLfFjOGfgrdNngfhXb1sc.jpg,10/1/2007,Sick Girl,FALSE,6,10
13817,FALSE,/6bUsseVwkx0QKCOTqYIdEQJT255.jpg,[18],en,Head On,"Nineteen-year-old Ari confronts both his sexuality and his Greek family. Ari despises his once-beloved parents, former radical activists, for having entombed themselves in insular tradition. Ari is obsessed with gay sex, although he does make an unenthusiastic attempt to satisfy the sister of one of his best friends. While all of this is going on, he's facing problems with his traditional Greek parents, who have no clue about his sexual activities.",2.141696,/gZK8dQVXdpdHIxPYWd0HNk4I75V.jpg,8/13/1998,Head On,FALSE,5.9,18
16066,FALSE,/9RlsG54g2DZyjNhQTtD4oZiXL60.jpg,"[10749, 18]",en,Oyster Farmer,A love story about a young man who runs away up an isolated Australian river and gets a job with eighth generation oyster famers.,2.13912,/bbfJtkbIpp4l7oubFSkh6xv2biL.jpg,6/30/2005,Oyster Farmer,FALSE,6.3,6
13442,FALSE,/nEeQTZWsawknTi25lN0uul4tU7Z.jpg,[18],en,Zig Zag,"An autistic 15-year-old boy steals money from his boss to provide rent for his abusive father, who uses the money to repay a loan shark.",2.135414,/kvibsWI3Lb5zf7xGXMTfT7SHVfi.jpg,3/10/2002,Zig Zag,FALSE,6.5,11
23817,FALSE,/sXvDOK2M0B0yTLHY94EMiE5wgIH.jpg,"[35, 18]",en,The Big Bad Swim,"An adult swim class sets the stage for this sexually charged comedy-drama about love, loss, and second chances. Three strangers -- inextricably connected through personal heartbreak -- find themselves entering deep water as they learn that life isn't always about diving right in -- it's about getting your feet wet once in awhile.",2.134962,/r97GHAuhmR1765tXWwrKVy6t8Vx.jpg,1/1/2006,The Big Bad Swim,FALSE,6.1,6
32446,FALSE,/3KlQ2912HUwcNR4bouTYGAyRK93.jpg,"[35, 18]",en,Parting Glances,"Michael and Robert, two gay men living in Brooklyn, spend their last day together before Robert leaves for Africa on work assignment. Michael still has feelings for his friend Nick, who has AIDS.",2.133368,/rZuSLsjdZ6GjrP6regN2ZVluvnn.jpg,1/1/1986,Parting Glances,FALSE,5.5,16
13835,FALSE,/aJ2ZCkHnamiWQ04tjhZawvcCp3Q.jpg,"[35, 18]",en,Real Time,Real Time is a comedic drama about a compulsive gambler given one hour to live by the man hired to kill him.,2.133115,/2SRBWVcPVeYFL6BasL9BClnYv8W.jpg,11/7/2008,Real Time,FALSE,7.2,7
46726,FALSE,,"[10749, 18]",en,Pelican Blood,"Nikko is a twenty-something man with good friends, a passion for birdwatching, and self-destructive tendencies. When he falls back into a relationship with Stevie—his seductive, aggressive environmental activist ex-girlfriend he first encountered on a suicide website—his stable existence takes a turn towards chaos once again.",2.131061,/osGDmO2W8pG8cf0T1tPVJAXSqXZ.jpg,11/8/2009,Pelican Blood,FALSE,5.9,5
54003,FALSE,,"[53, 28, 18, 80]",en,Pups,"When troubled teen boy Stevie (Cameron Van Hoy) and his girlfriend, Rocky (Mischa Barton), attempt to rob a bank without any forethought, the situation rapidly deteriorates. Soon the young couple is holding bank customers and employees hostage, while law enforcement gathers outside. Daniel Bender (Burt Reynolds), a veteran negotiator for the FBI, is charged with assessing the crime scene and ending the standoff as quickly as possible, but Stevie's short fuse considerably complicates matters.",2.130446,/qy2EwuRoAEiOAJ3jVsreJSBNsUc.jpg,4/18/1999,Pups,FALSE,6.6,7
2989,FALSE,/w0S04Q3qiQxLfUtf5AcqxQU4xUJ.jpg,"[12, 53]",en,Roar,Roar follows a family who are attacked by various African animals at the secluded home of their keeper.,2.130444,/3v5T5ahdzSg8EzPddprTaEeAmrM.jpg,11/12/1981,Roar,FALSE,5.6,19
35868,FALSE,/wXtrJLRICd8QNAtk3417aJLtczX.jpg,"[28, 12, 18]",en,Green Dragon,"A tale about Vietnamese refugees sent to an orientation camp on the Camp Pendleton Marine Base in California, 'Green Dragon' focuses on a young boy and his sister. Set in 1975, the film chronicles the stories told to the two children by other refugees in the camp and of Tai Tran, who dares to introduce himself to Sergeant Jim Lance. In developing a relationship with Lance, Tran is able to improve",2.126766,/4qNxipsoqADZu5ZACK6uJv4qkWV.jpg,1/1/2001,Green Dragon,FALSE,5.5,10
55893,FALSE,/zUJdA89BZk8bImNAniQ55tqGKCA.jpg,[18],en,Putty Hill,"Friends and family of Cory, a young man who has died of an overdose, gather at a Baltimore-area karaoke bar for his wake and compare stories about him. Gradually, as it becomes clear that there are many holes in their recollections about Cory, they fill in the blanks by talking about things that reveal aspects of their own lives. Among those mourning him and searching for meaning are his cousin Jenny, his sister Zoe and his brother James.",2.126395,/24XJYqrvBJ94hxRcIkzFsJ1CsLU.jpg,2/18/2010,Putty Hill,FALSE,6.7,6
14063,FALSE,/mAMrabZFxnMsfrfOKi83iaugyGQ.jpg,[18],en,Adrift in Manhattan,The lives of three lonely strangers intersect while commuting on New York's 1 and 9 subway lines.,2.123983,/6vBkp15e2BUbxqkv3psnlxPAUoV.jpg,1/10/2007,Adrift in Manhattan,FALSE,5.7,5
39056,FALSE,/qq2UK2gibSFUCu3nnYzh0nhYPLb.jpg,[18],ja,式日,"A disillusioned filmmaker has an encounter with a young girl who has a ritual of repeating ""Tomorrow is my birthday"" everyday. He tries to communicate with her through his video camera.",2.123314,/6varOqOJ8I4DfYygnhpOpYlKaRj.jpg,12/7/2000,Ritual,FALSE,7.5,11
47794,FALSE,/uhw6ZN4Kju4nhe4nU6M1OzmVKvD.jpg,"[80, 18, 9648, 53]",fr,Les liens de sang,A Montreal police inspector (Donald Sutherland) cracks a murder case with clues from the victim's diary.,2.123121,/7JeK3kcbpyFNPXHCE7cDXnSSTDU.jpg,2/1/1978,Blood Relatives,FALSE,6.2,5
51384,FALSE,/3afM7UWdb2o0nOPSd9sS1vfzLni.jpg,"[18, 10749]",en,"Lovely, Still",A holiday fable that tells the story of an elderly man discovering love for the first time.,2.121331,/a5kfNSG5AEWNWk54zvzC0P6HjYk.jpg,1/1/2008,"Lovely, Still",FALSE,6.2,13
32804,FALSE,,[35],en,Gas,"Upon returning to Los Angeles to attend his father's funeral, Damon (Alexander) soon learns that in order to claim his share of the family inheritance he must work alongside his brother, Mookie (Kain) — a former drug-dealer who had previously cost Damon a college scholarship — in keeping the family's long-running gas station in business for at least one year. As the siblings repeatedly butt heads over matters both great and small, they soon come to realize that it takes more than money to hold a family together.",2.120423,/lMgtY597A4DjuqgP6Z2CFn2GSC3.jpg,1/1/2004,Gas,FALSE,0,0
67772,FALSE,/epb9jLQoKCu5LTcUxstHBkx8lNL.jpg,"[35, 18]",en,"Come Back to the 5 & Dime, Jimmy Dean, Jimmy Dean","The Disciples of James Dean meet up on the anniversary of his death and mull over their lives in the present and in flashback, revealing the truth behind their complicated lives. Who is the mysterious Joanne and what's the real story behind Mona's son, James Dean Junior ?",2.119917,/3mTsmNVDvxyCNX16BSnkEcNQE8I.jpg,11/12/1982,"Come Back to the 5 & Dime, Jimmy Dean, Jimmy Dean",FALSE,4.9,14
31064,FALSE,,"[18, 53]",en,The Business of Strangers,"Julie Styron thinks she is going to be fired, but instead discovers that she is being promoted. Trapped in an airport hotel, she wants to celebrate but finds only the company of her young assistant, Paula Murphy. As the night progresses, the two women get to know each other. They flirt, they drink, they lie; personal flaws are revealed and exposed. But at the end of the night their relationship turns and becomes a complex battle of power, authority, and wit.",2.116825,/wLwSnbTxgs7UUvjUoCUZCFbVQ47.jpg,1/19/2001,The Business of Strangers,FALSE,5.7,19
