,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1,id,belongs_to_collection,genres,original_language,original_title,popularity,production_companies,production_countries,release_date,runtime,spoken_languages,status,tagline,title,vote_count,vote_average,movie_id,Actor1_pop,Actor2_pop,Actor3_pop,12,878,28,18,10751,53,35,80,9648,14,27,10749,99,10402,36,10752,16,37,10769,10770,Number of Production Companies,Release Month,'US','CA','GB',OTHER,'en','otherLang'
1217,1217,1217,1217,1217,44990,0.0,"[{'name': 'Comedy', 'id': 35}, {'name': 'Romance', 'id': 10749}]",en,Breaking Upwards,1.341139,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",3/14/2009,88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Breaking Upwards,13,5.7,44990,1.528863,1.241775,1.022209,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0,1,0,0,0,0,0
1218,1218,1218,1218,1218,186351,0.0,"[{'name': 'Horror', 'id': 27}]",en,Venom,0.727008,"[{'name': 'Cupid Productions', 'id': 14228}, {'name': 'Action Plus Productions Ltd.', 'id': 15370}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1/1/1971,87.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The only thing Paul Creville wanted was a quiet and peaceful time - instead all he found was...VENOM!,Venom,1,5.0,186351,0.8,0.0576,0.012446,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1.0,0,0,1,0,0,0
1219,1219,1219,1219,1219,13241,0.0,"[{'name': 'Comedy', 'id': 35}, {'name': 'Documentary', 'id': 99}, {'name': 'Drama', 'id': 18}, {'name': 'History', 'id': 36}]",en,My Winnipeg,1.049789,"[{'name': 'Buffalo Gal Pictures', 'id': 11517}, {'name': 'Documentary Channel', 'id': 92794}, {'name': 'Everyday Pictures', 'id': 94375}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",9/7/2007,80.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The truth is relative.,My Winnipeg,20,7.4,13241,0.104429,0.00324,0.001442,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,3,9.0,0,1,0,0,0,0
1220,1220,1220,1220,1220,116445,0.0,"[{'name': 'Action', 'id': 28}, {'name': 'Horror', 'id': 27}, {'name': 'Science Fiction', 'id': 878}, {'name': 'Thriller', 'id': 53}]",en,Wonder Women,0.566657,"[{'name': 'General Film Corporation', 'id': 13742}, {'name': 'American National Enterprises', 'id': 46417}]","[{'iso_3166_1': 'PH', 'name': 'Philippines'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",4/25/1973,82.0,"[{'iso_639_1': 'tl', 'name': ''}, {'iso_639_1': 'en', 'name': 'English'}]",Released,The Most DEADLY WOMEN who ever stalked The EARTH.,Wonder Women,4,5.5,116445,0.523807,0.52,0.4,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4.0,1,0,0,1,0,0
1221,1221,1221,1221,1221,29850,0.0,"[{'name': 'Drama', 'id': 18}]",en,Sugar Cookies,0.846425,"[{'name': 'Armor Films Inc.', 'id': 26133}, {'name': '15th Street Films', 'id': 26134}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1/31/1973,89.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,...Soft...Sweet...Satisfying,Sugar Cookies,5,4.3,29850,1.088837,1.045496,0.67371,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,1,0,0,0,0,0
1222,1222,1222,1222,1222,34898,0.0,"[{'name': 'Crime', 'id': 80}, {'name': 'Drama', 'id': 18}]",en,Heavens Fall,1.598885,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",7/20/2006,105.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Heavens Fall,5,5.4,34898,2.734656,2.458994,2.270953,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,1,0,0,0,0,0
1223,1223,1223,1223,1223,59928,0.0,"[{'name': 'Comedy', 'id': 35}, {'name': 'Romance', 'id': 10749}]",en,Spooner,0.31911,[],[],1/18/2009,83.0,[],Released,We are all searching for something,Spooner,4,4.4,59928,3.524321,1.652222,1.037675,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0
1224,1224,1224,1224,1224,51992,0.0,"[{'name': 'Horror', 'id': 27}, {'name': 'Mystery', 'id': 9648}, {'name': 'Thriller', 'id': 53}]",en,And Soon the Darkness,1.284969,"[{'name': 'EMI Films Ltd.', 'id': 538}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",9/10/1970,99.0,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,Remember the way Hitchcock kept you on the edge of your seat...?,And Soon the Darkness,28,7.1,51992,0.045994,0.000368,0.000276,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,9.0,0,0,1,0,0,0
1225,1225,1225,1225,1225,15292,0.0,"[{'name': 'Documentary', 'id': 99}, {'name': 'Drama', 'id': 18}]",en,Step Into Liquid,0.706781,"[{'name': 'Gotham Group', 'id': 3672}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8/5/2003,87.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Step Into Liquid,17,7.1,15292,0.8,0.0576,0.036,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8.0,1,0,0,0,0,0
1226,1226,1226,1226,1226,41768,0.0,"[{'name': 'Drama', 'id': 18}]",en,Passion Fish,1.81726,"[{'name': 'Atchafalaya', 'id': 36289}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",12/11/1992,135.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Passion Fish,7,6.7,41768,2.734656,2.28629,1.664454,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.0,1,0,0,0,0,0
1227,1227,1227,1227,1227,52036,0.0,"[{'name': 'Drama', 'id': 18}]",en,The Company,1.196581,"[{'name': 'Sony Pictures Classics', 'id': 58}]",[],9/10/2003,112.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Company,25,5.5,52036,6.939433,2.732869,1.751402,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.0,0,0,0,0,0,0
1228,1228,1228,1228,1228,48385,0.0,"[{'name': 'Crime', 'id': 80}, {'name': 'Horror', 'id': 27}, {'name': 'Science Fiction', 'id': 878}]",en,Indestructible Man,1.155382,"[{'name': 'C.G.K. Productions', 'id': 34284}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",3/24/1956,72.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"The Screen's 300,000 Volt SHOCKER!",Indestructible Man,7,4.9,48385,0.597169,0.52,0.4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3.0,1,0,0,0,0,0
1229,1229,1229,1229,1229,107319,0.0,"[{'name': 'Action', 'id': 28}, {'name': 'Adventure', 'id': 12}, {'name': 'Science Fiction', 'id': 878}]",en,Wheels of Fire,1.094374,"[{'name': 'Rodeo', 'id': 41474}]","[{'iso_3166_1': 'PH', 'name': 'Philippines'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",4/11/1985,81.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Wheels of Fire,5,5.1,107319,0.568,0.112896,0.036,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,1,0,0,1,0,0
1230,1230,1230,1230,1230,27359,0.0,"[{'name': 'Drama', 'id': 18}, {'name': 'Fantasy', 'id': 14}]",en,Brand Upon the Brain! A Remembrance in 12 Chapters,0.827333,"[{'name': 'The Film Company', 'id': 4674}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",5/9/2007,95.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Brand Upon the Brain! A Remembrance in 12 Chapters,21,6.5,27359,1.031366,0.4,0.4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5.0,1,1,0,0,0,0
1231,1231,1231,1231,1231,41574,0.0,"[{'name': 'Horror', 'id': 27}, {'name': 'Science Fiction', 'id': 878}]",en,Mosquito,1.515045,"[{'name': 'Antibes Inc.', 'id': 73686}, {'name': 'Acme Films Ltd.', 'id': 73687}, {'name': 'Excalibur Motion Pictures', 'id': 73688}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5/20/1995,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Mosquito,19,4.8,41574,0.036,0.008637,0.00648,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,5.0,1,0,0,0,0,0
1232,1232,1232,1232,1232,61536,0.0,"[{'name': 'Comedy', 'id': 35}]",en,I'm Not Rappaport,1.184807,"[{'name': 'Greenestreet Films', 'id': 2150}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",12/24/1996,135.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,I'm Not Rappaport,8,6.2,61536,1.869261,1.853304,1.65444,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.0,1,0,0,0,0,0
1233,1233,1233,1233,1233,3581,0.0,"[{'name': 'Horror', 'id': 27}]",en,Death Line,1.233627,"[{'name': 'Harbor Ventures', 'id': 1480}, {'name': 'K-L Productions', 'id': 1481}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1/1/1972,87.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Beneath Modern London Lives a Tribe of Once Humans. Neither Men Nor Women… They Are the Raw Meat Of The Human Race!,Death Line,18,6.0,3581,4.828454,2.092218,0.192004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1.0,0,0,1,0,0,0
1234,1234,1234,1234,1234,347538,0.0,"[{'name': 'Drama', 'id': 18}, {'name': 'Romance', 'id': 10749}]",en,Alex & Eve,1.291623,[],"[{'iso_3166_1': 'AU', 'name': 'Australia'}]",7/5/2015,131.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Nothing can keep them apart... except their parents!,Alex & Eve,11,5.9,347538,0.003361,0.002066,9e-06,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.0,0,0,0,1,0,0
1235,1235,1235,1235,1235,107327,0.0,"[{'name': 'Thriller', 'id': 53}, {'name': 'Action', 'id': 28}]",en,Figures in a Landscape,0.433341,"[{'name': 'Cinema Center 100 Productions', 'id': 5661}, {'name': 'Cinecrest', 'id': 38909}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",11/21/1970,110.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Bird Has Come For Its Prey.,Figures in a Landscape,8,5.6,107327,2.732869,1.681909,0.063542,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11.0,0,0,1,0,0,0
1236,1236,1236,1236,1236,20065,0.0,"[{'name': 'Comedy', 'id': 35}, {'name': 'Drama', 'id': 18}, {'name': 'Romance', 'id': 10749}]",en,Purple Violets,1.800819,[],[],4/30/2007,103.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,A second chance for a first love.,Purple Violets,9,5.7,20065,2.739062,2.721886,2.183144,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0
1237,1237,1237,1237,1237,30694,0.0,"[{'name': 'Drama', 'id': 18}, {'name': 'Horror', 'id': 27}]",en,The Resurrected,1.312555,"[{'name': 'Scotti Brothers Pictures (I)', 'id': 65820}, {'name': 'Euro Brothers Pictures', 'id': 78172}, {'name': 'Borde/Raich', 'id': 78173}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10/6/1991,108.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,The Resurrected,29,6.5,30694,1.597376,1.010377,0.738205,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,10.0,1,0,0,0,0,0
1238,1238,1238,1238,1238,16659,0.0,"[{'name': 'Drama', 'id': 18}, {'name': 'Romance', 'id': 10749}]",en,My Brilliant Career,1.0521,"[{'name': 'New South Wales Film Corp.', 'id': 14590}, {'name': 'Margaret Fink Productions', 'id': 37553}, {'name': 'Greater Union Organisation (GUO)', 'id': 38670}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",8/17/1979,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,My Brilliant Career,12,5.4,16659,5.245785,2.192969,0.133414,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,8.0,0,0,0,1,0,0
1239,1239,1239,1239,1239,52462,0.0,"[{'name': 'Drama', 'id': 18}, {'name': 'Thriller', 'id': 53}]",en,The Pet,1.79269,[],[],5/17/2006,94.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,The Pet,3,5.3,52462,0.556,0.007319,0.001361,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0
1240,1240,1240,1240,1240,49511,0.0,"[{'name': 'Drama', 'id': 18}]",en,Chinese Coffee,1.702608,"[{'name': 'Shooting Gallery', 'id': 1596}, {'name': 'Chal Productions', 'id': 67930}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9/2/2000,99.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,There's a fine line between friendship and betrayal.,Chinese Coffee,17,6.4,49511,10.056775,1.196327,0.000329,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9.0,1,0,0,0,0,0
1241,1241,1241,1241,1241,84801,0.0,"[{'name': 'Action', 'id': 28}, {'name': 'Comedy', 'id': 35}]",en,Summer School,0.531434,"[{'name': 'Lima Productions', 'id': 20982}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5/1/1978,81.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The movie your parents will hate.,Summer School,3,5.7,84801,0.12,0.00324,0.001905,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,1,0,0,0,0,0
1242,1242,1242,1242,1242,52936,0.0,"[{'name': 'Comedy', 'id': 35}]",en,In the Soup,1.271147,[],"[{'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",10/23/1992,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A comedy about getting in over your head.,In the Soup,11,6.0,52936,4.346201,3.676931,3.062892,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,1,0,0,1,0,0
1243,1243,1243,1243,1243,41757,0.0,"[{'name': 'Drama', 'id': 18}]",en,Émile,1.313116,[],"[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1/1/2003,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Émile,4,6.0,41757,4.157524,0.4,0.14966,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,1,0,0,0
1244,1244,1244,1244,1244,40694,0.0,"[{'name': 'Comedy', 'id': 35}, {'name': 'Drama', 'id': 18}, {'name': 'Romance', 'id': 10749}]",en,Bedrooms and Hallways,1.772032,"[{'name': 'StudioCanal', 'id': 694}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",8/1/1998,96.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,Re-model Your Love Life.,Bedrooms and Hallways,11,5.9,40694,5.985862,2.43018,2.287759,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8.0,0,0,1,0,0,0
1245,1245,1245,1245,1245,41820,0.0,"[{'name': 'Drama', 'id': 18}, {'name': 'Foreign', 'id': 10769}, {'name': 'Mystery', 'id': 9648}, {'name': 'Romance', 'id': 10749}, {'name': 'Thriller', 'id': 53}]",en,Till Human Voices Wake Us,1.242845,[],"[{'iso_3166_1': 'AU', 'name': 'Australia'}]",9/12/2002,101.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,There will be time to wonder,Till Human Voices Wake Us,10,5.5,41820,6.725912,5.199002,,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,9.0,0,0,0,1,0,0
1246,1246,1246,1246,1246,21323,0.0,"[{'name': 'Romance', 'id': 10749}, {'name': 'Drama', 'id': 18}, {'name': 'Crime', 'id': 80}]",en,More,0.771812,"[{'name': 'Les Films du Losange', 'id': 223}, {'name': 'Jet Films', 'id': 52105}]","[{'iso_3166_1': 'LU', 'name': 'Luxembourg'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",6/6/1969,117.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,,More,11,6.5,21323,0.229404,0.00059,0.000408,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,6.0,0,0,0,1,0,0
1247,1247,1247,1247,1247,39197,0.0,"[{'name': 'Comedy', 'id': 35}]",en,Miss Firecracker,1.776274,"[{'name': 'Corsair Pictures', 'id': 14579}, {'name': 'Firecracker Company', 'id': 53379}, {'name': 'Guadalupe Productions', 'id': 53380}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",4/28/1989,102.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,An explosive comedy!,Miss Firecracker,8,5.0,39197,3.829546,3.238185,1.779625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.0,1,0,0,0,0,0
1248,1248,1248,1248,1248,24826,0.0,"[{'name': 'Comedy', 'id': 35}]",en,Disorderlies,1.30025,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",7/14/1987,86.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Disorderlies,12,4.4,24826,2.109028,0.977561,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.0,1,0,0,0,0,0
1249,1249,1249,1249,1249,24470,0.0,"[{'name': 'Action', 'id': 28}, {'name': 'Comedy', 'id': 35}, {'name': 'Drama', 'id': 18}, {'name': 'Western', 'id': 37}]",en,"South of Heaven, West of Hell",1.766741,[],[],1/1/2000,104.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,"South of Heaven, West of Hell",2,5.0,24470,4.276086,3.63937,1.870937,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,0,0,0,0,0
1250,1250,1250,1250,1250,24041,0.0,"[{'name': 'Drama', 'id': 18}, {'name': 'Thriller', 'id': 53}]",en,El Cortez,1.652146,[],[],10/5/2006,94.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,El Cortez,7,5.8,24041,1.727241,0.656991,0.428064,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,0,0,0,0
1251,1251,1251,1251,1251,13563,0.0,"[{'name': 'Comedy', 'id': 35}, {'name': 'Romance', 'id': 10749}]",en,Puddle Cruiser,0.79978,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1/1/1996,102.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Puddle Cruiser,12,5.8,13563,0.670622,0.029386,0.0108,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1,0,0,0,0,0
1252,1252,1252,1252,1252,52605,0.0,"[{'name': 'Drama', 'id': 18}]",en,Strapped,0.983603,"[{'name': 'TLA Releasing', 'id': 328}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9/24/2010,95.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Strapped,18,6.1,52605,0.487334,0.32928,0.0504,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.0,1,0,0,0,0,0
1253,1253,1253,1253,1253,46825,0.0,"[{'name': 'Crime', 'id': 80}, {'name': 'Drama', 'id': 18}, {'name': 'Romance', 'id': 10749}]",fr,Lila dit ça,1.669987,"[{'name': 'Pyramide Productions', 'id': 186}, {'name': 'Passion Pictures', 'id': 11594}, {'name': 'France 2 Cinéma', 'id': 15671}, {'name': 'Huit et Demi Productions', 'id': 22848}, {'name': 'Zeal S.r.l.', 'id': 22849}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",11/1/2004,89.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Lila Says,16,7.1,46825,1.426533,0.007319,0.004536,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,11.0,0,0,1,1,0,0
1254,1254,1254,1254,1254,18866,0.0,"[{'name': 'Comedy', 'id': 35}, {'name': 'Romance', 'id': 10749}]",en,Knots,1.029954,[],[],4/20/2004,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Knots,3,5.0,18866,3.080155,3.050745,1.770248,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0
1255,1255,1255,1255,1255,28704,0.0,"[{'name': 'Action', 'id': 28}, {'name': 'Comedy', 'id': 35}, {'name': 'Drama', 'id': 18}, {'name': 'Thriller', 'id': 53}]",en,Diminished Capacity,1.281298,[],[],7/4/2008,92.0,[],Released,,Diminished Capacity,3,6.2,28704,3.605849,2.210016,1.953624,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0
1256,1256,1256,1256,1256,30654,1.0,"[{'name': 'Comedy', 'id': 35}, {'name': 'Horror', 'id': 27}, {'name': 'Science Fiction', 'id': 878}]",en,Ghoulies IV,1.63803,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8/17/1994,84.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"A little bit magic, a little black leather... and a lot of black humor",Ghoulies IV,16,3.0,30654,1.297146,1.050228,0.5704,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.0,1,0,0,0,0,0
1257,1257,1257,1257,1257,44680,0.0,"[{'name': 'Action', 'id': 28}, {'name': 'Adventure', 'id': 12}, {'name': 'Comedy', 'id': 35}, {'name': 'Drama', 'id': 18}, {'name': 'Science Fiction', 'id': 878}, {'name': 'Thriller', 'id': 53}]",fr,The Wild Hunt,1.60059,[],"[{'iso_3166_1': 'CA', 'name': 'Canada'}]",9/9/2009,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It's no longer a game.,The Wild Hunt,22,6.0,44680,0.882725,0.302176,0.12,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0,1,0,0,0,0
1258,1258,1258,1258,1258,17439,0.0,"[{'name': 'Comedy', 'id': 35}, {'name': 'Drama', 'id': 18}]",en,Diggers,1.489111,[],[],1/1/2006,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Diggers,10,5.5,17439,3.766926,2.333335,2.250927,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0
1259,1259,1259,1259,1259,29134,0.0,"[{'name': 'Drama', 'id': 18}]",en,Amreeka,1.230071,"[{'name': 'First Generation Films', 'id': 4908}, {'name': 'Alcina Pictures', 'id': 4909}, {'name': 'Imagenation Abu Dhabi FZ', 'id': 6736}, {'name': 'Buffalo Gal Pictures', 'id': 11517}, {'name': 'Levantine Entertainment', 'id': 11518}, {'name': 'Eagle Vision Media Group', 'id': 11519}, {'name': 'Manitoba Film & Music', 'id': 11520}, {'name': 'Maximum Film International', 'id': 11521}, {'name': 'National Geographic Entertainment', 'id': 11522}, {'name': 'R.A. Abdoo & Co.', 'id': 11523}, {'name': 'Rotana Studios', 'id': 11524}, {'name': 'Showtime Arabia', 'id': 11525}, {'name': 'Violet Jabara Foundation', 'id': 11526}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1/17/2009,96.0,"[{'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,Life's best adventures are journeys of the heart.,Amreeka,18,6.5,29134,1.29031,1.114249,0.52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1.0,1,1,0,0,0,0
1260,1260,1260,1260,1260,24574,0.0,"[{'name': 'Crime', 'id': 80}, {'name': 'Drama', 'id': 18}]",en,Steel Toes,0.778775,[],"[{'iso_3166_1': 'CA', 'name': 'Canada'}]",1/1/2006,0.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Rage and intolerance collide with compassion,Steel Toes,3,4.3,24574,2.734656,0.614424,0.12,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,0,0,0,0
1261,1261,1261,1261,1261,46624,0.0,"[{'name': 'Animation', 'id': 16}, {'name': 'Documentary', 'id': 99}, {'name': 'Drama', 'id': 18}]",en,The Short Films of David Lynch,1.017677,"[{'name': 'Pensylvania Academy of Fine Arts', 'id': 74361}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6/1/2002,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Short Films of David Lynch (2002) is a DVD collection of the early student and commissioned film work of American filmmaker David Lynch.,The Short Films of David Lynch,11,7.9,46624,3.040665,2.218793,1.531661,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,6.0,1,0,0,0,0,0
1262,1262,1262,1262,1262,23610,0.0,"[{'name': 'Drama', 'id': 18}]",en,A Broken Life,0.719672,"[{'name': 'Caged Angel Films', 'id': 6701}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",9/23/2008,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Max plans to fix what is broken with a single bullet... If only it were that simple.,A Broken Life,1,4.0,23610,4.35369,2.472429,0.831331,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.0,0,1,0,0,0,0
1263,1263,1263,1263,1263,28054,0.0,"[{'name': 'Drama', 'id': 18}, {'name': 'Music', 'id': 10402}]",en,Suburbia,1.732438,"[{'name': 'New World Pictures', 'id': 1950}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",4/13/1984,94.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Suburbia,18,6.6,28054,0.4,0.116263,0.024396,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4.0,1,0,0,0,0,0
