,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1,id,belongs_to_collection,genres,original_language,original_title,popularity,production_companies,production_countries,release_date,runtime,spoken_languages,status,tagline,title,vote_count,vote_average,movie_id,Actor1_pop,Actor2_pop,Actor3_pop,12,878,28,18,10751,53,35,80,9648,14,27,10749,99,10402,36,10752,16,37,10769,10770,Number of Production Companies,Release Month,'US','CA','GB',OTHER,'en','otherLang'
228,228,228,228,228,14624,1.0,"[{'name': 'Romance', 'id': 10749}, {'name': 'Drama', 'id': 18}, {'name': 'Family', 'id': 10751}]",en,The Ultimate Gift,4.840442,"[{'name': 'The Ultimate Gift LLC', 'id': 3914}, {'name': 'Dean River Productions', 'id': 3915}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10/20/2006,114.0,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,,The Ultimate Gift,84,6.9,14624,3.386104,1.79752,1.204333,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1,0,0,0,0,0
229,229,229,229,229,9517,0.0,"[{'name': 'Crime', 'id': 80}, {'name': 'Drama', 'id': 18}]",en,Bully,5.767942,"[{'name': 'StudioCanal', 'id': 694}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'FR', 'name': 'France'}]",6/15/2001,113.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It's 4 a.m... do you know where your kids are?,Bully,133,6.7,9517,3.917956,2.020649,1.956595,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6.0,1,0,1,1,0,0
230,230,230,230,230,4012,0.0,"[{'name': 'Drama', 'id': 18}]",en,The Believer,6.5667,"[{'name': 'Fuller Films', 'id': 1539}, {'name': 'Seven Arts Pictures', 'id': 14159}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1/19/2001,98.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'he', 'name': 'עִבְרִית'}, {'iso_639_1': 'hu', 'name': 'Magyar'}]",Released,He’s a jew. He’s a Neo-Nazi.  With one true enemy... Himself!,The Believer,169,6.8,4012,5.170999,4.380388,1.7479,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,1,0,0,0,0,0
231,231,231,231,231,9469,0.0,"[{'name': 'Drama', 'id': 18}]",en,He Got Game,5.266222,"[{'name': '40 Acres & A Mule Filmworks', 'id': 4319}, {'name': 'Touchstone Pictures', 'id': 9195}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5/1/1998,136.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"The father, the son and the holy game.",He Got Game,155,6.7,9469,8.478763,7.690427,5.297499,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.0,1,0,0,0,0,0
232,232,232,232,232,20770,0.0,"[{'name': 'Comedy', 'id': 35}]",en,But I'm a Cheerleader,7.015019,"[{'name': 'Ignite Entertainment', 'id': 4131}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9/12/1999,85.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A Comedy Of Sexual Disorientation.,But I'm a Cheerleader,107,6.5,20770,2.550113,2.549781,2.149344,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.0,1,0,0,0,0,0
233,233,233,233,233,10029,0.0,"[{'name': 'Comedy', 'id': 35}, {'name': 'Crime', 'id': 80}, {'name': 'Thriller', 'id': 53}]",en,Very Bad Things,5.313476,"[{'name': 'Initial Entertainment Group (IEG)', 'id': 7380}, {'name': 'Interscope Communications', 'id': 10201}, {'name': 'VBT Productions', 'id': 38085}, {'name': 'Ballpark Productions Partnership', 'id': 38086}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9/11/1998,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,They've been bad. Very bad.,Very Bad Things,191,6.3,10029,6.634399,6.101778,2.071303,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,9.0,1,0,0,0,0,0
234,234,234,234,234,27361,0.0,"[{'name': 'Fantasy', 'id': 14}, {'name': 'Science Fiction', 'id': 878}]",fr,Black Moon,4.537703,"[{'name': 'Bioskop-Film GmbH', 'id': 403}, {'name': 'Nouvelles Éditions de Films (NEF)', 'id': 753}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'FR', 'name': 'France'}]",9/24/1975,100.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,An apocalyptic Alice in Wonderland!,Black Moon,41,6.8,27361,2.035351,0.809577,0.063504,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,9.0,0,0,0,1,0,0
235,235,235,235,235,39312,1.0,"[{'name': 'Documentary', 'id': 99}, {'name': 'War', 'id': 10752}]",en,Restrepo,5.562175,"[{'name': 'Outpost Productions', 'id': 2500}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6/25/2010,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"One platoon, one valley, one year",Restrepo,122,7.4,39312,0.003402,1e-06,1e-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6.0,1,0,0,0,0,0
236,236,236,236,236,14851,0.0,"[{'name': 'Action', 'id': 28}, {'name': 'Thriller', 'id': 53}]",en,The Escapist,5.419124,"[{'name': 'Picture Farm', 'id': 2973}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'IE', 'name': 'Ireland'}]",6/20/2008,102.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,5 Men. 4 Walls. 1 Plan.,The Escapist,87,6.4,14851,2.841289,2.562746,2.284281,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.0,0,0,1,1,0,0
237,237,237,237,237,13168,0.0,"[{'name': 'Comedy', 'id': 35}]",en,Smiley Face,5.757723,"[{'name': 'Desperate Pictures', 'id': 1474}, {'name': 'Anonymous Content', 'id': 10039}, {'name': 'ApolloProMovie & Co. 3. Filmproduktion', 'id': 37829}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1/21/2007,88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,High. How are you?,Smiley Face,75,6.3,13168,4.106152,3.637192,3.333867,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.0,1,0,0,1,0,0
238,238,238,238,238,36040,0.0,"[{'name': 'Adventure', 'id': 12}, {'name': 'Drama', 'id': 18}]",en,Walkabout,5.054305,"[{'name': 'Si Litvinoff Film Production', 'id': 10927}, {'name': 'Max L. Raab Productions', 'id': 57288}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",7/1/1971,95.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A boy and girl face the challenge of the world's last frontier.,Walkabout,116,7.4,36040,2.622423,0.024929,0.0027,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7.0,0,0,1,1,0,0
239,239,239,239,239,12509,0.0,"[{'name': 'Drama', 'id': 18}, {'name': 'Romance', 'id': 10749}]",en,Pollock,4.464821,"[{'name': 'Fred Berner Films', 'id': 89312}, {'name': 'Zeke Productions', 'id': 89425}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9/6/2000,122.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A true portrait of life and art.,Pollock,97,6.6,12509,7.77996,4.24022,3.599471,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,9.0,1,0,0,0,0,0
240,240,240,240,240,86812,0.0,"[{'name': 'Science Fiction', 'id': 878}, {'name': 'Drama', 'id': 18}, {'name': 'Mystery', 'id': 9648}]",en,Sound of My Voice,4.808233,"[{'name': 'Skyscraper Films', 'id': 26197}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1/22/2011,85.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Sound of My Voice,115,6.3,86812,1.381972,1.240706,0.4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
241,241,241,241,241,476,0.0,"[{'name': 'Crime', 'id': 80}, {'name': 'Drama', 'id': 18}]",en,Drugstore Cowboy,4.552511,"[{'name': 'Avenue Pictures Productions', 'id': 251}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9/9/1989,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Drugstore Cowboy,124,7.0,476,5.469669,2.724527,2.696962,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9.0,1,0,0,0,0,0
242,242,242,242,242,219814,0.0,"[{'name': 'Drama', 'id': 18}]",fr,Les nuits brûlantes de Linda,5.857367,"[{'name': 'Parva Cinematografica', 'id': 1822}, {'name': 'Eurociné', 'id': 4799}, {'name': 'Brux International Pictures', 'id': 7538}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",7/16/1975,80.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,The Hot Nights of Linda,57,2.8,219814,4.298257,1.122381,0.626882,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7.0,0,0,0,1,0,0
243,243,243,243,243,803,0.0,"[{'name': 'History', 'id': 36}, {'name': 'Documentary', 'id': 99}, {'name': 'War', 'id': 10752}]",fr,Nuit et brouillard,6.552885,"[{'name': 'Cocinor', 'id': 512}, {'name': 'Cosmo-Films', 'id': 513}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1/1/1955,32.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Night and Fog,107,8.2,803,1.501973,0.52,0.446153,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,1.0,0,0,0,1,0,0
244,244,244,244,244,284284,0.0,"[{'name': 'Drama', 'id': 18}, {'name': 'Western', 'id': 37}]",en,The Keeping Room,4.474691,"[{'name': 'Wind Dancer Productions', 'id': 8116}, {'name': 'Anonymous Content', 'id': 10039}, {'name': 'Gilbert Films', 'id': 10161}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9/25/2014,95.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Some things are worth fighting for.,The Keeping Room,72,5.2,284284,8.157145,4.29646,1.240706,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,9.0,1,0,0,0,0,0
245,245,245,245,245,1716,0.0,"[{'name': 'Drama', 'id': 18}, {'name': 'Romance', 'id': 10749}, {'name': 'War', 'id': 10752}]",fr,Le Dernier Métro,7.452606,"[{'name': 'Les Films du Carrosse', 'id': 53}, {'name': 'TF1 Films Production', 'id': 3823}, {'name': 'Société Française de Production (SFP)', 'id': 6849}, {'name': 'Sédif Productions', 'id': 10897}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",9/17/1980,131.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,A story of love and conflict.,The Last Metro,62,7.3,1716,3.342189,2.912885,0.89636,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,9.0,0,0,0,1,0,0
246,246,246,246,246,24124,0.0,"[{'name': 'Horror', 'id': 27}, {'name': 'Thriller', 'id': 53}]",en,The Burning,5.027038,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'The Cropsy Venture', 'id': 23094}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]",5/8/1981,91.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A legend of terror isn't a campfire story anymore!,The Burning,91,6.2,24124,2.188025,1.57271,1.209145,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,5.0,1,1,0,0,0,0
247,247,247,247,247,19971,0.0,"[{'name': 'Drama', 'id': 18}, {'name': 'Horror', 'id': 27}, {'name': 'Mystery', 'id': 9648}, {'name': 'Thriller', 'id': 53}]",en,The Little Girl Who Lives Down the Lane,4.331705,"[{'name': 'Braun Entertainment Group', 'id': 11114}, {'name': 'Filmel', 'id': 42182}, {'name': 'Carnelian Productions', 'id': 42183}, {'name': 'ICL', 'id': 59645}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'FR', 'name': 'France'}]",12/25/1976,91.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Ask her no questions, she'll tell you no lies. Ask her too many and somebody dies.",The Little Girl Who Lives Down the Lane,93,6.9,19971,2.827944,2.023586,0.043861,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,12.0,0,1,0,1,0,0
248,248,248,248,248,549,0.0,"[{'name': 'Drama', 'id': 18}, {'name': 'History', 'id': 36}]",en,Basquiat,5.291709,"[{'name': 'Miramax', 'id': 53009}, {'name': 'Eleventh Street Production', 'id': 93380}, {'name': 'Jon Kilik', 'id': 93381}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8/9/1996,108.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,"In 1981, A Nineteen-Year-Old Unknown Graffiti Writer Took The New York Art World By Storm. The Rest Is Art History.",Basquiat,100,6.6,549,6.407892,6.017749,5.348755,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,8.0,1,0,0,0,0,0
249,249,249,249,249,12271,0.0,"[{'name': 'Drama', 'id': 18}]",en,Factory Girl,4.432983,"[{'name': 'The Weinstein Company', 'id': 308}, {'name': 'L.I.F.T. Production', 'id': 1305}, {'name': 'Holly Wiersma Productions', 'id': 21856}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",12/29/2006,90.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'sk', 'name': 'Slovenčina'}]",Released,"When Andy met Edie, life imitated art.",Factory Girl,88,6.2,12271,5.199002,3.370372,2.96017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12.0,1,0,0,0,0,0
250,250,250,250,250,18035,0.0,"[{'name': 'Comedy', 'id': 35}, {'name': 'Romance', 'id': 10749}]",en,Moving McAllister,4.271125,"[{'name': 'Revel Entertainment', 'id': 52698}, {'name': 'Camera 40 Productions', 'id': 52699}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9/13/2007,89.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The road less traveled is about to get some company.,Moving McAllister,16,5.1,18035,5.912062,3.181607,1.78048,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,9.0,1,0,0,0,0,0
251,251,251,251,251,26405,0.0,"[{'name': 'Drama', 'id': 18}, {'name': 'Thriller', 'id': 53}]",en,Wake in Fright,3.137834,"[{'name': 'Group W', 'id': 8412}, {'name': 'NLT', 'id': 55947}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",7/21/1971,114.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Have a drink, mate? Have a fight, mate? Have some dust and sweat, mate? There's nothing else out here.",Wake in Fright,70,7.6,26405,2.092218,1.71751,0.8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7.0,0,0,0,1,0,0
252,252,252,252,252,11705,0.0,"[{'name': 'Drama', 'id': 18}, {'name': 'Thriller', 'id': 53}]",en,Red Road,5.709676,[],"[{'iso_3166_1': 'DK', 'name': 'Denmark'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",5/20/2006,105.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Red Road,64,6.3,11705,1.723217,0.793433,0.783993,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,1,1,0,0
253,253,253,253,253,42801,0.0,"[{'name': 'Drama', 'id': 18}, {'name': 'Comedy', 'id': 35}, {'name': 'Romance', 'id': 10749}]",it,"Ieri, oggi, domani",4.147395,"[{'name': 'Les Films Concordia', 'id': 1714}, {'name': 'Compagnia Cinematografica Champion', 'id': 10000}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",12/19/1963,119.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,They're in Love Three Times and Three Ways...In One Movie!,"Yesterday, Today and Tomorrow",62,7.6,42801,2.149379,1.831739,0.4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,12.0,0,0,0,1,0,0
254,254,254,254,254,13685,0.0,"[{'name': 'Comedy', 'id': 35}, {'name': 'Crime', 'id': 80}, {'name': 'Drama', 'id': 18}]",en,Bottle Rocket,5.033868,"[{'name': 'Gracie Films', 'id': 18}, {'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Indian Paintbrush', 'id': 9350}, {'name': 'Boyle-Taylor Productions', 'id': 96081}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2/21/1996,91.0,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,"They're not really criminals, but everyone's got to have a dream.",Bottle Rocket,300,6.8,13685,5.15401,3.616508,1.565123,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2.0,1,0,0,0,0,0
255,255,255,255,255,11446,0.0,"[{'name': 'Comedy', 'id': 35}, {'name': 'Drama', 'id': 18}]",en,Welcome to the Dollhouse,4.532159,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5/24/1995,88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Not all girls want to play with dolls.,Welcome to the Dollhouse,105,6.9,11446,1.594949,1.553876,1.355997,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,1,0,0,0,0,0
256,256,256,256,256,16456,1.0,"[{'name': 'Action', 'id': 28}, {'name': 'Horror', 'id': 27}, {'name': 'Thriller', 'id': 53}]",en,The Crow IV: Wicked Prayer,4.002677,"[{'name': 'Jeff Most Productions', 'id': 4030}, {'name': 'Edward R. Pressman Film', 'id': 6455}, {'name': 'Dimension Films', 'id': 7405}, {'name': 'Fubu Films', 'id': 19210}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5/13/2005,99.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,Passion..Revenge...Eternity.,The Crow IV: Wicked Prayer,49,3.0,16456,3.050745,2.795995,2.374713,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,5.0,1,0,0,0,0,0
257,257,257,257,257,5708,0.0,"[{'name': 'Drama', 'id': 18}]",en,Control,4.782297,"[{'name': 'Becker International', 'id': 1915}, {'name': 'Claraflora', 'id': 1916}, {'name': 'EM Media', 'id': 1917}, {'name': 'NorthSee', 'id': 1918}, {'name': 'Weinstein Company, The', 'id': 7289}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'AU', 'name': 'Australia'}]",9/26/2007,121.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Control,226,7.5,5708,5.23738,2.651813,2.484984,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9.0,1,0,1,1,0,0
258,258,258,258,258,12619,0.0,"[{'name': 'Mystery', 'id': 9648}, {'name': 'Horror', 'id': 27}, {'name': 'Thriller', 'id': 53}]",en,Cherry Falls,5.477361,"[{'name': 'Rogue Pictures', 'id': 134}, {'name': 'Industry Entertainment', 'id': 376}, {'name': 'Fresh Produce Company', 'id': 74939}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8/25/2000,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Lose your innocence... Or lose your life.,Cherry Falls,65,4.8,12619,4.123899,2.318569,1.835623,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,8.0,1,0,0,0,0,0
259,259,259,259,259,8883,0.0,"[{'name': 'Crime', 'id': 80}, {'name': 'Drama', 'id': 18}, {'name': 'History', 'id': 36}, {'name': 'War', 'id': 10752}]",da,Flammen & Citronen,3.403511,"[{'name': 'Det Danske Filminstitut', 'id': 118}, {'name': 'Wüste Filmproduktion', 'id': 204}, {'name': 'Studio Babelsberg', 'id': 264}, {'name': 'TV2 Danmark', 'id': 758}, {'name': 'Sveriges Television (SVT)', 'id': 3221}, {'name': 'Canal+', 'id': 5358}, {'name': 'Yleisradio (YLE)', 'id': 5975}, {'name': 'Match Factory, The', 'id': 7306}, {'name': 'Medienboard Berlin-Brandenburg', 'id': 7307}, {'name': 'Sirena Film', 'id': 9111}, {'name': ""Fonds Eurimages du Conseil de l'Europe"", 'id': 11011}, {'name': 'Deutsche Filmförderfonds (DFFF)', 'id': 11238}, {'name': 'Nimbus Film Productions', 'id': 11672}, {'name': 'Wüste Film Ost', 'id': 11673}, {'name': 'OC Film', 'id': 11674}, {'name': 'Duckling A/S', 'id': 11675}, {'name': 'Mainstream', 'id': 11676}, {'name': 'Kameraudlejningen', 'id': 11677}, {'name': '4½', 'id': 11678}, {'name': 'Nordic Film och TV Fund', 'id': 11679}, {'name': 'Filmförderung Hamburg Schleswig-Holstein', 'id': 11680}, {'name': 'Sandrew Metronome Denmark', 'id': 11681}, {'name': 'TV2 Norge', 'id': 11682}, {'name': 'NFP Marketing & Distribution', 'id': 11683}, {'name': 'Substanz Film', 'id': 11685}]","[{'iso_3166_1': 'CZ', 'name': 'Czech Republic'}, {'iso_3166_1': 'DK', 'name': 'Denmark'}, {'iso_3166_1': 'FI', 'name': 'Finland'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'NO', 'name': 'Norway'}, {'iso_3166_1': 'SE', 'name': 'Sweden'}]",3/25/2008,130.0,"[{'iso_639_1': 'da', 'name': 'Dansk'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Flame & Citron,71,6.8,8883,4.916393,1.58198,1.504815,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,25,3.0,0,0,0,1,0,0
260,260,260,260,260,12994,0.0,"[{'name': 'Drama', 'id': 18}, {'name': 'Fantasy', 'id': 14}, {'name': 'Mystery', 'id': 9648}, {'name': 'Science Fiction', 'id': 878}, {'name': 'Thriller', 'id': 53}]",en,The Nines,4.272337,"[{'name': 'Destination Films', 'id': 769}, {'name': 'Jinks/Cohen Company', 'id': 2721}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1/21/2007,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Y9u never kn9w when y9ur number is up.,The Nines,158,6.1,12994,10.168264,3.48826,3.324461,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1.0,1,0,0,0,0,0
261,261,261,261,261,10856,0.0,"[{'name': 'Action', 'id': 28}, {'name': 'Comedy', 'id': 35}, {'name': 'Drama', 'id': 18}, {'name': 'Romance', 'id': 10749}, {'name': 'Science Fiction', 'id': 878}, {'name': 'Thriller', 'id': 53}]",es,Intacto,2.800279,"[{'name': 'Telecinco', 'id': 1182}, {'name': 'Canal+ España', 'id': 9335}, {'name': 'Sociedad General de Cine (SOGECINE) S.A.', 'id': 11954}, {'name': 'Gestevisión Telecinco S.A.', 'id': 23490}, {'name': 'Tenerife Film Commission', 'id': 23491}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",11/6/2001,108.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,Some are born with luck. Others gamble for it.,Intacto,51,6.7,10856,5.096108,0.534782,0.24,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,11.0,0,0,0,1,0,0
262,262,262,262,262,1919,0.0,"[{'name': 'Drama', 'id': 18}, {'name': 'Romance', 'id': 10749}]",en,Away from Her,3.761376,[],"[{'iso_3166_1': 'CA', 'name': 'Canada'}]",9/11/2006,110.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Away from Her,58,6.8,1919,3.400389,1.599642,1.488035,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.0,0,1,0,0,0,0
263,263,263,263,263,5470,0.0,"[{'name': 'Action', 'id': 28}, {'name': 'Science Fiction', 'id': 878}, {'name': 'Thriller', 'id': 53}, {'name': 'Adventure', 'id': 12}, {'name': 'Horror', 'id': 27}, {'name': 'Fantasy', 'id': 14}]",en,Beowulf,5.38904,"[{'name': 'CTV International', 'id': 3417}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'FR', 'name': 'France'}]",4/1/1999,95.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Beowulf,54,4.4,5470,2.990742,2.599164,2.550109,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,4.0,1,0,0,1,0,0
264,264,264,264,264,5971,0.0,"[{'name': 'Comedy', 'id': 35}, {'name': 'Crime', 'id': 80}, {'name': 'Drama', 'id': 18}]",en,We're No Angels,4.76719,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",12/15/1989,106.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'hu', 'name': 'Magyar'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,Escaped convicts disguised as priests. It'll take a miracle to get away with this one.,We're No Angels,116,5.7,5971,7.070295,5.088107,3.009246,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12.0,1,0,0,0,0,0
265,265,265,265,265,11305,0.0,"[{'name': 'Crime', 'id': 80}, {'name': 'Drama', 'id': 18}, {'name': 'Comedy', 'id': 35}]",en,Mystery Train,4.926739,"[{'name': 'JVC Entertainment Networks', 'id': 4248}, {'name': 'Mystery Train', 'id': 60620}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",9/6/1989,113.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Mystery Train,97,7.0,11305,4.346201,1.977228,1.313264,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,9.0,1,0,0,1,0,0
