id,adult,backdrop_path,belongs_to_collection,genres,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,runtime,spoken_languages,status,tagline,title,vote_count,vote_average,movie_id,Actor1_pop,Actor2_pop,Actor3_pop
22958,FALSE,/tGjNLqnTbT6TgAHyr45DGK3b8uI.jpg,,"[{'name': 'Comedy', 'id': 35}, {'name': 'Drama', 'id': 18}, {'name': 'Romance', 'id': 10749}]",tt0308878,en,The Shape of Things,"Quiet, unassuming Adam is changing in a major way, thanks to his new girlfriend, art student Evelyn. Adam's friends are a little freaked by the transformation.",3.060951,/9Fi7T0WLQThhIY4XZK0mt6YukzY.jpg,"[{'name': 'StudioCanal', 'id': 694}, {'name': 'USA Films', 'id': 987}, {'name': 'Pretty Pictures', 'id': 8875}, {'name': 'Working Title Films', 'id': 10163}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1/1/2003,96,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Seduction Is An Art,The Shape of Things,39,6.5,22958,7.170042,3.766926,1.772405
20532,FALSE,/keaFMNUr1OpdHzPWJ0qeDP8hrO8.jpg,,"[{'name': 'Drama', 'id': 18}]",tt0047445,ja,山椒大夫,"In medieval Japan a compassionate governor is sent into exile. His wife and children try to join him, but are separated, and the children grow up amid suffering and oppression.",3.889778,/deBjt3LT3UQHRXiNX1fu28lAtK6.jpg,"[{'name': 'Daiei Studios', 'id': 881}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",3/31/1954,124,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,A film of unparalleled beauty by the great Japanese Master Kenji Mizoguchi,Sansho the Bailiff,75,8.8,20532,0.611029,0.4,0.4
13300,FALSE,/jgemgAqvyFbsSLLE2BH16vgQDUn.jpg,,"[{'name': 'Action', 'id': 28}, {'name': 'Thriller', 'id': 53}]",tt0411475,en,Hell Ride,Hell Ride is a 2008 feature film from Larry Bishop being released under the “Quentin Tarantino Presents” banner. The film promises to be a blood and sex-soaked tale of motorcycle revenge and retribution.,3.892486,/zO3kXAJoyI8asGuQQWal4kFPcwY.jpg,"[{'name': 'Dimension Films', 'id': 7405}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8/8/2008,84,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The rebellion against all there is,Hell Ride,60,5.5,13300,3.696585,3.409469,2.39307
40247,FALSE,/jj4B7UrRFLfHLCevBYtXO7RfSBK.jpg,,"[{'name': 'Comedy', 'id': 35}, {'name': 'Drama', 'id': 18}]",tt0878835,en,Please Give,"In New York City, a husband and wife butt heads with the granddaughters of the elderly woman who lives in the apartment the couple owns.",3.1329,/pip39EhX8Bl5PG8o017Y5QQIvLu.jpg,"[{'name': 'Sony Pictures Classics', 'id': 58}, {'name': 'Likely Story', 'id': 1785}, {'name': ""Feelin' Guilty"", 'id': 46402}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1/22/2010,90,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Please Give,58,6,40247,3.437496,2.737609,2.315695
12206,FALSE,/t4YjEYByMs6xB2XEksjUXOgtgh1.jpg,,"[{'name': 'Crime', 'id': 80}, {'name': 'Drama', 'id': 18}, {'name': 'Horror', 'id': 27}, {'name': 'Thriller', 'id': 53}]",tt0023563,de,Das Testament des Dr. Mabuse,"Fritz Lang directed this sequel to his nearly four-hour Dr. Mabuse silent of 1922. The film opens with Detective Hofmeister spying on the activities of a criminal syndicate. Not realizing he has been seen, Hofmeister is attacked by the thugs and later turns up out of his mind.",3.638391,/ngtA1Iqr0Hve70J8WLxa3RaMb1a.jpg,"[{'name': 'Nero-Film AG', 'id': 43854}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",4/21/1933,122,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,The Testament of Dr. Mabuse,50,7.6,12206,0.2352,0.102242,0.019004
11309,FALSE,/9e5e7dJTMxQeF7zNx0CiJmxXE1I.jpg,,"[{'name': 'Horror', 'id': 27}, {'name': 'Science Fiction', 'id': 878}, {'name': 'Thriller', 'id': 53}]",tt0099740,en,Hardware,"It was the movie that stunned audiences, shocked the MPAA and marked the debut of one of the most uncompromising filmmakers in modern horror. Golden Globe winner Dylan McDermott (The Practice) stars as a post-apocalyptic scavenger who brings home a battered cyborg skull for his metal-sculptor girlfriend. But this steel scrap contains the brain of the M.A.R.K. 13, the military's most ferocious bio-mechanical combat droid. It is cunning, cruel and can reassemble itself. Tonight, it is reborn....and no flesh shall be spared. Stacey Travis (Ghost World) co-stars - along with appearances by Iggy Pop, Lemmy of Motörhead and music by Ministry and Public Image Ltd.",4.057332,/nsFm5xniViTVr1oVUpKmgvlAOEA.jpg,"[{'name': 'Palace Pictures', 'id': 927}, {'name': 'British Screen Productions', 'id': 12745}, {'name': 'Wicked Films', 'id': 21443}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",9/14/1990,93,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,You can't stop progress.,Hardware,89,5.6,11309,1.769134,0.861596,0.838019
14758,FALSE,/zSjb32g1uBg4gHvvsMj91um87E9.jpg,,"[{'name': 'Comedy', 'id': 35}, {'name': 'Drama', 'id': 18}, {'name': 'Romance', 'id': 10749}]",tt0944101,en,Good Dick,"A fidgety, wisecracking video store clerk develops a fixation on a particularly reclusive customer, a frequent visitor to the pornography section of Cinefile, the video store where he works in Los Angeles. After multiple failures to impress her during their brief daily transactions, he finds her street address in the store's database, drives to her apartment building and initiates an unconventional campaign to win her affections.",3.161277,/97K1Fnn4eW7qBZzqlE4OiAcdlF1.jpg,"[{'name': 'Good Dick', 'id': 3015}, {'name': 'Morning Knight', 'id': 3016}, {'name': 'Present Pictures', 'id': 3017}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10/3/2008,86,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A hard man... is good to find.,Good Dick,34,6.1,14758,4.614554,3.663385,3.219561
25571,FALSE,/7fP7puDA7n8noKjU1PN7NF73CP1.jpg,,"[{'name': 'Action', 'id': 28}, {'name': 'Adventure', 'id': 12}, {'name': 'Science Fiction', 'id': 878}, {'name': 'Comedy', 'id': 35}]",tt0116147,en,Drive,"Drive follows Toby Wong (Mark Dacascos), whose employers at Hong Kong's Leung Corporation have implanted in his chest a bio-energy module that enhances his physical abilities. Toby has escaped from the Leung Corporation's control and is making his way to Los Angeles, where a competing company has offered to remove the implant and give him his life back.After arriving in San Francisco, Toby encounters -- and, in desparation, kidnaps -- Malik Brodie (Kadeem Hardison), who has the means to get him to Los Angeles. Following close behind are professional assassins and junk-culture connoisseurs Vic Madison (John Pyper-Ferguson) and The Hedgehog (Tracey Walter), who are pursuing Toby in the employ of the Leung Corporation's president, Mr. Lau (James Shigeta).",2.886644,/zdlL3ROrZaYP98beN5f1OnOwIls.jpg,"[{'name': 'Overseas FilmGroup', 'id': 888}, {'name': 'NEO Motion Pictures', 'id': 86906}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8/6/1997,100,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,There ain't no cruise control.,Drive,25,6.6,25571,3.305897,1.835623,1.831835
60011,FALSE,/NwG0iExFr9d01YA6ky1CAImotH.jpg,,"[{'name': 'Drama', 'id': 18}, {'name': 'Romance', 'id': 10749}]",tt1173687,en,The Bang Bang Club,"In the early to mid '90s, when the South African system of apartheid was in its death throes, four photographers - Greg Marinovich, Kevin Carter, Ken Oosterbroek and João Silva - bonded by their friendship and a sense of purpose, worked together to chronicle the violence and upheaval leading up to the 1994 election of Nelson Mandela as president. Their work is risky and dangerous, potentially fatally so, as they thrust themselves into the middle of chaotic clashes between forces backed by the government (including Inkatha Zulu warriors) and those in support of Mandela's African National Congress.",5.930415,/xBZzXau09grgVOi8bYoEjmMaW3F.jpg,"[{'name': 'Film Foundry Partners', 'id': 719}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'ZA', 'name': 'South Africa'}]",9/15/2010,106,"[{'iso_639_1': 'xh', 'name': ''}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'af', 'name': 'Afrikaans'}, {'iso_639_1': 'zu', 'name': 'isiZulu'}]",Released,Sometimes you get too close,The Bang Bang Club,57,6.6,60011,3.495614,2.875541,2.436252
40969,FALSE,/myzTzctRnRHjJx9w1zBJsLGvHL6.jpg,,"[{'name': 'Horror', 'id': 27}, {'name': 'Thriller', 'id': 53}]",tt0081617,en,Terror Train,"A masked killer targets six college kids responsible for a prank gone wrong three years earlier and who are currently throwing a large New Year's Eve costume party aboard a moving train. Riding the coattails of the resurgent boom in horror films after the success of Halloween, Terror Train features teeth-chattering direction by Roger Spottiswoode and pristine cinematography from John Alcott.  The story is the basic slasher film premise, remounted on a moving train. A college fraternity decides to hold a New Year's Eve party on a train.  But an uninvited guest, a disturbed ex-fraternity member, decides to take revenge on the partying students by killing them off one by one in increasingly grisly fashion.",3.995073,/lBfEvRUsP8WqoS075i3mlTEmBHH.jpg,"[{'name': 'Sandy Howard Productions', 'id': 5538}, {'name': 'Astral Bellevue Pathé', 'id': 10313}, {'name': 'Triple T Productions', 'id': 15758}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",10/3/1980,97,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The boys and girls of Sigma Phi. Some will live. Some will die.,Terror Train,62,5.8,40969,3.060685,1.505246,0.52
41966,FALSE,/9UTUewyQbD8oEagfdSROJBn4urk.jpg,,"[{'name': 'Horror', 'id': 27}, {'name': 'Thriller', 'id': 53}]",tt0095871,en,Pin,"A doctor has a lifelike, anatomically-correct medical dummy, with muscles and organs visible through its clear skin, named Pin (after Pinocchio). Via ventriloquism, Pin explains bodily functions in a way kids can relate to. When the over-strict doctor and his wife are killed in a car crash, his son (Leon) transfers his alter-ego into Pin, whom he always believed was alive. He starts using Pin as an excuse to over-protect his sister (Ursula) from admirers and deflect unwanted intrusions, even to the extent of committing murder.",2.313693,/7HcNDVQooAnsbd955GEyUIEX43P.jpg,"[{'name': 'Lance Entertainment', 'id': 15103}, {'name': 'Malofilm Communications Inc.', 'id': 18218}, {'name': 'Image Organization', 'id': 21084}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",11/25/1988,103,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A Plastic Nightmare,Pin,31,6.6,41966,2.733069,2.114039,0.842946
4170,FALSE,/acRB8DUKGsXWQBjaeLqoyTpqRFQ.jpg,,"[{'name': 'Drama', 'id': 18}, {'name': 'Thriller', 'id': 53}]",tt0399095,en,Trade,"A Texas cop (Kevin Kline), whose own daughter might have been forced into sexual slavery, joins forces with a Mexican youth (Cesar Ramos) to find the boy's sister, who was abducted and forced into prostitution. Meanwhile, a Ukrainian woman who was promised a better life in America also becomes a victim.",4.824513,/lu7kii82vX3wt5dPYlb2Dg0zAds.jpg,"[{'name': 'Centropolis Film Productions', 'id': 620}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1/23/2007,120,"[{'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'pl', 'name': 'Polski'}]",Released,"Each year, more than 1,000,000 people are trafficked across international borders... against their will.",Trade,73,6.8,4170,6.472962,0.52,0.52
32569,FALSE,/b8cZvjNIQ1nhYibnRWMKiG8Gs5o.jpg,,"[{'name': 'Horror', 'id': 27}, {'name': 'Science Fiction', 'id': 878}, {'name': 'Thriller', 'id': 53}]",tt0057693,en,X: The Man with the X-Ray Eyes,"The story concerns Dr James Xavier, ably portrayed by Ray Milland. He has invented a serum for improving human vision. When his funding is cut he proceeds to experiment on himself -- with horrifying results. From the director who gave you Swamp Women, The Wasp Woman, and The Beast with a Million Eyes!",3.761011,/2U0KYV9qftwmzyVbMFVbw9RzXaA.jpg,"[{'name': 'Alta Vista Productions', 'id': 4820}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9/18/1963,79,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Suddenly he could see through clothes, flesh… and walls!",X: The Man with the X-Ray Eyes,46,6.4,32569,1.701758,1.225262,0.583888
19874,FALSE,/mWdFbdIUSZWI1Tqs20c5dSqS2ze.jpg,,"[{'name': 'Drama', 'id': 18}]",tt0832318,en,What Goes Up,Set in the mid-80's when a reporter is sent to cover the Challenger Space Shuttle launch only to become mixed up in the lives of some local students.,3.023399,/42r63wGPvwn8tI17pvbsr23e9VF.jpg,"[{'name': 'Insight Film Studios', 'id': 2865}, {'name': 'Tree Kings Productions', 'id': 3684}, {'name': 'Nasser Entertainment Group', 'id': 16554}, {'name': 'Station3', 'id': 20573}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5/29/2009,104,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A Different Class of Misfits,What Goes Up,13,5.2,19874,2.530205,1.655905,1.486608
2,FALSE,/z2QUexmccqrvw1kDMw3R8TxAh5E.jpg,,"[{'name': 'Drama', 'id': 18}, {'name': 'Crime', 'id': 80}]",tt0094675,fi,Ariel,"Taisto Kasurinen is a Finnish coal miner whose father has just committed suicide and who is framed for a crime he did not commit. In jail, he starts to dream about leaving the country and starting a new life. He escapes from prison but things don't go as planned...",4.228483,/gZCJZOn4l0Zj5hAxsMbxoS6CL0u.jpg,"[{'name': 'Villealfa Filmproduction Oy', 'id': 2303}, {'name': 'Finnish Film Foundation', 'id': 2396}]","[{'iso_3166_1': 'FI', 'name': 'Finland'}]",10/21/1988,69,"[{'iso_639_1': 'fi', 'name': 'suomi'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Ariel,45,7.1,2,0.023617,1.60E-05,8.00E-06
17538,FALSE,/bNcsqh0QwHYawvsVNM1kZL9YcB1.jpg,,"[{'name': 'Western', 'id': 37}]",tt0073636,en,Rooster Cogburn,"In this sequel to True Grit, John Wayne returns as Marshal Rooster Cogburn. After a band of drunken thugs overruns a small Indian Nation town, killing Minister Goodnight and raping the women folk, Eula Goodnight (Katherine Hepburn) enlists the aid of Marshal Cogburn to hunt them down and bring her father's killers to justice.",2.168443,/hEbyoXVk0GYBLEJhV0MZ1F41vww.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Hal Wallis Productions', 'id': 3468}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10/17/1975,108,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"The man of ""True Grit"" is back and look who's got him!",Rooster Cogburn,43,6.3,17538,3.727966,1.456892,1.441265
5257,FALSE,/rY1FcmerUUU32VcDJ4ylZrTkH6.jpg,,"[{'name': 'History', 'id': 36}, {'name': 'Comedy', 'id': 35}, {'name': 'Drama', 'id': 18}]",tt0205873,en,The Dish,"The true story of how the Parkes Radio Telescope was used to relay the live television of man's first steps on the moon, during the Apollo 11 mission in 1969.",4.747481,/zG83o1wpU3p7QTd382K4HtctLq0.jpg,"[{'name': 'Distant Horizons', 'id': 1066}, {'name': 'Working Dog', 'id': 13674}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",7/11/2000,101,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Man's first step on the moon nearly stumbled on earth,The Dish,64,6.6,5257,5.245785,1.167576,0.14112
34583,FALSE,/rGmBSIfYMbjAujnFB15kxd5p75y.jpg,,"[{'name': 'Horror', 'id': 27}]",tt1390535,en,The Final,A group of high school outcasts get revenge on the students that torment them.,3.371196,/imMPGv0W667XQ9XZkJLjPb4uLBj.jpg,"[{'name': 'Agora Entertainment', 'id': 5469}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1/28/2010,93,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,This lesson can't be learned in the classroom.,The Final,83,5.6,34583,0.060245,0.034569,0.002083
13819,FALSE,/fIh5fROtcr9SJst7gzWo22ybsxL.jpg,,"[{'name': 'Drama', 'id': 18}]",tt0298408,en,Laurel Canyon,"Laurel Canyon focuses on Sam and Alex, a pair of upper-middle class lovebirds from the East Coast who relocate to Los Angeles. Enter Jane, Sam's estranged mother, a successful record producer, who's more than willing to put the couple up in her lavish digs. As Sam and Alex settle in at Jane's, they gradually lose their straight-and-narrow approach to life and begin to experiment.",3.453421,/cNjXeeem51qeIHRnZJ9j6NbypUW.jpg,"[{'name': 'Sony Pictures Classics', 'id': 58}, {'name': 'Good Machine', 'id': 10565}, {'name': 'Antidote Films', 'id': 20993}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5/18/2002,103,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Somewhere between Hollywood and the rest of the world.,Laurel Canyon,61,5.8,13819,7.129412,6.873674,4.236648
359053,FALSE,/5PhNrvTsBHB73JMrK5XTalxF9Tq.jpg,,"[{'name': 'Comedy', 'id': 35}, {'name': 'Horror', 'id': 27}]",tt3620452,en,Don't Fuck in the Woods,"A group of friends are going on a camping trip to celebrate graduating college. But once they enter the woods, the proverbial shit starts to hit the fan.",1.992153,/XQxwsxSG4BRBQ1ibSz7ZI6QaXt.jpg,"[{'name': 'Concept Media LLC', 'id': 71724}, {'name': 'Vultra Video', 'id': 89657}, {'name': 'Dopest Shit Ever', 'id': 89658}, {'name': 'Jonestown Films', 'id': 89659}, {'name': 'TheBlood-Shed', 'id': 89660}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10/25/2016,73,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,You're going to need protection!,Don't Fuck in the Woods,11,4.3,359053,0.247128,0.05004,0.036
18143,FALSE,/tE9uwvIFF695ubYvmeyO8afz6os.jpg,,"[{'name': 'Animation', 'id': 16}, {'name': 'Romance', 'id': 10749}]",tt0373960,ja,彼女と彼女の猫,"She and Her Cat details the life of a cat, entirely from the cat's perspective, as it passes time with its owner, a young woman.",2.730924,/cYhLFd06YweEFtWD9u1nj2yKODC.jpg,"[{'name': 'Shinkai Makoto', 'id': 3617}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1/1/1999,5,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,Their standing points,She and Her Cat,37,6.4,18143,0.902061,1.00E-06,
157380,FALSE,/zFff3M0eFH9INTkUczm8eeY5OOd.jpg,,"[{'name': 'Drama', 'id': 18}, {'name': 'Comedy', 'id': 35}]",tt2492664,en,May in the Summer,A bride-to-be is forced to reevaluate her life when she reunites with her family in Jordan and finds herself confronted with the aftermath of her parents’ divorce.,3.175356,/5sYGf5YXdhce3k5joegVNq2QPGR.jpg,"[{'name': 'Whitewater Films', 'id': 3095}, {'name': 'Anonymous Content', 'id': 10039}, {'name': 'Displaced Pictures', 'id': 42374}, {'name': 'Durga Entertainment', 'id': 42375}]","[{'iso_3166_1': 'QA', 'name': 'Qatar'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'JO', 'name': 'Jordan'}]",1/17/2013,100,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Get ready to clear the air,May in the Summer,10,5.8,157380,2.844635,1.29031,1.236822
14778,FALSE,/mx2O1eHTg9nVMAMM3Xh8S56AseJ.jpg,,"[{'name': 'Comedy', 'id': 35}, {'name': 'Drama', 'id': 18}]",tt0253200,en,Last Orders,"Jack Dodd was a London butcher who enjoyed a pint with his mates for over 50 years. When he died, he died as he lived, with a smile on his face watching a horse race on which he had bet, with borrowed money. But before he died he had a final request, 'Last Orders', that his ashes be scattered in the sea at Margate. The movie follows his mates, Ray, Lenny and Vic and his foster son Vince as they journey to the sea with the ashes. Along the way, the threads of their lives, their loves and their disappointments are woven together in their memories of Jack and his wife Amy",3.836437,/nezGmgEpsK0nXqx5OcudOcVgmP0.jpg,"[{'name': 'Scala Productions', 'id': 1261}, {'name': 'MBP (Germany)', 'id': 10791}, {'name': 'Future Films', 'id': 10843}, {'name': 'winchester films', 'id': 33025}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",9/10/2001,109,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Last Orders,24,5.9,14778,7.060138,4.804584,3.342302
1550,FALSE,/nB4AFmR90eCI4rCDYFYKzBZ2GMx.jpg,,"[{'name': 'Comedy', 'id': 35}, {'name': 'Drama', 'id': 18}]",tt0311648,en,Pieces of April,"Quirky and rebellious April Burns lives with her boyfriend in a low-rent New York City apartment miles away from her emotionally distant family. But when she discovers that her mother has a fatal form of breast cancer, she invites the clan to her place for Thanksgiving. While her father struggles to drive her family into the city, April -- an inexperienced cook -- runs into kitchen trouble and must ask a neighbor for help.",4.154117,/ccDS002s5Aavb1qCjlx379jmHXu.jpg,"[{'name': 'Kalkaska Productions', 'id': 728}, {'name': 'IFC Productions', 'id': 26468}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1/19/2003,81,"[{'iso_639_1': 'zh', 'name': '普通话'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,She's the one in every family.,Pieces of April,68,6.4,1550,2.525468,2.028324,1.8071
29080,FALSE,/yEkxI9hhIsLJjTt7qveCS1DXu7y.jpg,,"[{'name': 'Drama', 'id': 18}, {'name': 'Romance', 'id': 10749}]",tt0382073,en,Heights,"'Heights' follows five characters over 24 hours on a fall day in New York City. Isabel, a photographer, is having second thoughts about her upcoming marriage to Jonathan, a lawyer. On the same day, Isabel's mother Diana learns that her husband has a new lover and begins to re-think her life choices and her open marriage. Diana and Isabel's paths cross with Alec, a young actor, and with Peter, a journalist. As the interrelated stories proceed, the connections between the lives of the five characters begin to reveal themselves and their stories unravel. Isabel, Jonathan, Diana, Alec, and Peter must choose what kind of lives they will lead before the sun comes up on the next day.",2.663147,/dahrn0iNx1yl1v7SybEbCGjGj1r.jpg,"[{'name': 'Merchant Ivory Productions', 'id': 2370}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1/1/2005,93,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'he', 'name': 'עִבְרִית'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,,Heights,10,6.7,29080,7.713943,5.151181,4.575992
49007,FALSE,/j3TvVKObJl93VHKhRzlmHLDpeF5.jpg,,"[{'name': 'Drama', 'id': 18}]",tt0338139,en,Iron Jawed Angels,"Defiant young activists take the women's suffrage movement by storm, putting their lives at risk to help American women win the right to vote.",3.492656,/pLtbTAIBpoRrQxnfTVB0y0wVEKK.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1/16/2004,125,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Votes for women,Iron Jawed Angels,21,6.7,49007,4.24314,3.499368,2.927171
10162,FALSE,/nlljLM7rBXolkOJuJcr7DhWs3Bp.jpg,,"[{'name': 'Comedy', 'id': 35}]",tt0166396,en,Waking Ned,"When a lottery winner dies of shock, his fellow townsfolk attempt to claim the money.",3.751033,/5rpJUAq2CTRmYUxiWRlrllBsqsx.jpg,"[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Canal+', 'id': 5358}, {'name': 'Tomboy Films', 'id': 24356}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",9/15/1998,91,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ga', 'name': 'Gaeilge'}, {'iso_639_1': 'la', 'name': 'Latin'}]",Released,How far would you go to win a fortune!,Waking Ned,63,7.4,10162,1.509151,1.133114,0.4704
20537,FALSE,/zpn3eyxd6uUPBHfb1XXvNLdlcRJ.jpg,,"[{'name': 'Drama', 'id': 18}, {'name': 'History', 'id': 36}]",tt0090798,en,Caravaggio,"As influential Italian artist Caravaggio dies in exile in 1610, he recalls his short life, from his childhood to his initial artistic failures to his later triumphs as he catches the eye of a sympathetic cardinal to his destructive relationship with a dashing gambler.",4.389435,/AilVFtfFzXkhyN5iUjupEWVwqPg.jpg,"[{'name': 'British Film Institute (BFI)', 'id': 7281}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",8/29/1986,93,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,His passion came with a price,Caravaggio,26,6.4,20537,5.822926,3.731989,2.633236
11928,FALSE,/iaRxYVsMJmyNSBqylYEpAg40cUI.jpg,,"[{'name': 'Drama', 'id': 18}, {'name': 'Mystery', 'id': 9648}]",tt0964185,en,Tetro,"Bennie travels to Buenos Aires to find his long-missing older brother, a once-promising writer who is now a remnant of his former self. Bennie's discovery of his brother's near-finished play might hold the answer to understanding their shared past and renewing their bond.",3.390709,/cR4kZn4Ikvl7HoO41mTKSEYkAFi.jpg,"[{'name': 'American Zoetrope', 'id': 70}, {'name': 'BIM Distribuzione', 'id': 225}, {'name': 'Tornasol Films', 'id': 7680}, {'name': 'Zoetrope Argentina', 'id': 22510}]","[{'iso_3166_1': 'AR', 'name': 'Argentina'}, {'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",6/11/2009,127,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,Every family has a secret.,Tetro,51,6.7,11928,2.124324,1.256849,1.214623
19554,FALSE,/sWJUYYWtjVPNonzxtOQvWOzlvtW.jpg,,"[{'name': 'Drama', 'id': 18}, {'name': 'Romance', 'id': 10749}]",tt0787462,en,Elvis and Anabelle,A small-town beauty queen and an unlicensed mortician set out across the Texas plains on a journey of self-discovery.,4.639001,/nRnbJJpRr63UpGpJFh7rfmbVG2y.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",3/10/2007,106,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The awakening of love.,Elvis and Anabelle,26,7.2,19554,2.958642,2.653887,1.223666
51996,FALSE,/yjxTmNGPzDDVXGvOubT42ahMIDM.jpg,,"[{'name': 'Crime', 'id': 80}, {'name': 'Drama', 'id': 18}]",tt1512240,en,Thin Ice,A dishonest insurance salesman's life quickly disintegrates during a Wisconsin winter when he teams up with a psychopath to steal a rare violin at the home of a reclusive farmer.,2.590554,/hfMymefUoqQZrw43tqzljra1DEH.jpg,"[{'name': 'ATO Pictures', 'id': 1962}, {'name': 'Werc Werk Works', 'id': 53303}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1/24/2011,93,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'pl', 'name': 'Polski'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,"Greetings from Kenosha, WI! Where Ordinary Folks Can Make a Killing",Thin Ice,41,6.1,51996,2.135369,1.987524,1.850207
9844,FALSE,/3tLyd6Z3OaxUlGymGHy76dneh5q.jpg,,"[{'name': 'Comedy', 'id': 35}, {'name': 'Drama', 'id': 18}]",tt0120777,en,The Opposite of Sex,"A 16-year-old girl visits her gay half-brother and ends up seducing his boyfriend, thus wreaking havoc on all of their lives.",3.845793,/c6RVvQXvpMxQTJD6nsUhliWxqcO.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5/22/1998,105,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"You'll laugh, you'll cry, you'll be offended",The Opposite of Sex,58,5.8,9844,4.875899,3.94128,2.8325
