id,adult,backdrop_path,belongs_to_collection,genres,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,runtime,spoken_languages,status,tagline,title,vote_count,vote_average,movie_id,Actor1_pop,Actor2_pop,Actor3_pop
102155,FALSE,,,"[{'name': 'History', 'id': 36}, {'name': 'War', 'id': 10752}]",tt0056072,en,Hitler,The private life of Hitler revealed for the first time!,0.851528,/7t2okopaVuAqGmPrDPl7V9Qdply.jpg,"[{'name': 'Three Crown Productions Inc.', 'id': 78243}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",3/21/1962,107,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Hitler,4,5.1,102155,1.1065,0.70233,0.546351
119212,FALSE,/1hWLupwL2viS0eBrd15OIGMbtpt.jpg,,"[{'name': 'Horror', 'id': 27}]",tt0058079,en,Face of the Screaming Werewolf,"Experimenting in hypnotic regression to past lives, Dr. Edmund Redding of the Cowan Institute in Pasadena has discovered that Ann Taylor is a reincarnated Aztec woman. Via her recovered memories, she is able to lead Redding and his associates to a hidden chamber in the Great Pyramid of Yucatan, where they hope to find the lost treasure of the Aztecs. Instead, they find two mummified bodies - one of a modern man, quite dead, and the other of an ancient Aztec, quite alive. They are able to return safely to Pasadena with both finds, but a rival professor, Janney, kills Redding and steals the body of the modern man-mummy. This he subjects to a resurrection experiment, which works - only the mummy proves to be a werewolf. This creature breaks free of Janney's lab. Meanwhile, a hired thief sent by Janney to steal the other, living mummy, is overcome and that creature escapes also. Two supernatural menaces roam the city that night...",0.401971,/86I3N6CFWWw8e9B8mFQnHJFqkhE.jpg,"[{'name': 'Jerry Warren Productions Inc.', 'id': 34991}]","[{'iso_3166_1': 'MX', 'name': 'Mexico'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",3/3/1965,60,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Face of the Screaming Werewolf,2,3,119212,0.592,0.087535,0.07056
14587,FALSE,/dBaVoRYRHHHxgkqw6HHDnRMvQ8v.jpg,,"[{'name': 'Comedy', 'id': 35}, {'name': 'Drama', 'id': 18}]",tt0106408,en,Bhaji on the Beach,"A group of women of Indian descent take a trip together from their home in Birmingham, England to the beach resort of Blackpool.",0.846299,/zX5SNsEByf7YgPqyliI5xBjVgnc.jpg,"[{'name': 'Channel 4 Television', 'id': 5778}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1/21/1994,100,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,Bhaji on the Beach,11,5.1,14587,0.8,0.4,0.190056
13533,FALSE,/azCH1to3VpVM7jYe0s27ZpiNgfk.jpg,,"[{'name': 'Comedy', 'id': 35}, {'name': 'Romance', 'id': 10749}]",tt0141105,en,Free Enterprise,"Young filmmakers trying to hawk a movie titled ""Bradykillers"" about a serial killer who goes after victims Marcia, Jan, and Cindy meet their screen idol, William Shatner. The two young men, who idolize him and in their fantasies have seen him as a shadowy fairy godfather figure, are alarmed at the reality of the middle-aged non-Captain Kirk man that they meet.",0.671512,/3GCMZDhvtrUcUK3FaZS3aEkyj8j.jpg,"[{'name': 'Mindfire Entertainment', 'id': 8068}, {'name': 'Triad Studios', 'id': 78324}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6/4/1998,113,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Love long and party,Free Enterprise,11,5.9,13533,1.540207,0.927826,0.4
299782,FALSE,,,"[{'name': 'Comedy', 'id': 35}, {'name': 'Drama', 'id': 18}]",tt0069049,en,The Other Side of the Wind,"Orson Welles' unfinished masterpiece, restored and assembled based on Welles' own notes. During the last 15 years of his life, Welles, who died in 1985, worked obsessively on the film, which chronicles a temperamental film director—much like him—who is battling with the Hollywood establishment to finish an iconoclastic work.",0.841569,/wtSpgCw6MmSxGYysaa17f0a9U4y.jpg,"[{'name': ""Les Films de l'Astrophore"", 'id': 7573}, {'name': 'SACI', 'id': 36547}]","[{'iso_3166_1': 'IR', 'name': 'Iran'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",12/31/2018,0,"[{'iso_639_1': 'en', 'name': 'English'}]",Post Production,,The Other Side of the Wind,1,0,299782,2.18512,1.531167,1.061849
46729,FALSE,/xS2l7WP01sS5hDeTlTkxOPRZwdy.jpg,,"[{'name': 'Comedy', 'id': 35}, {'name': 'Drama', 'id': 18}, {'name': 'Fantasy', 'id': 14}, {'name': 'Romance', 'id': 10749}, {'name': 'Science Fiction', 'id': 878}]",tt0475271,en,Fetching Cody,"Art, a drug-addicted dealer and hustler, arrives at his girlfriend Cody's apartment to find that she has overdosed on heroin. He tries to fix things by traveling back in time in an attempt to prevent her death.",0.802143,/sjZMlViQ8wioVB1vwvIG3R6d8V.jpg,"[{'name': 'Cheap and Dirty Productions Inc.', 'id': 10853}]",[],10/1/2005,87,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,How far would you go for love?,Fetching Cody,7,7,46729,2.62636,1.486608,0.564369
48992,FALSE,/gykaxZJdGAsyKkAzLZzxDFc1inp.jpg,,"[{'name': 'Comedy', 'id': 35}, {'name': 'Drama', 'id': 18}, {'name': 'Romance', 'id': 10749}]",tt0110091,en,I Like It Like That,"Lisette and husband Chino face marital difficulties. She is fed up with the kids, while he has job troubles. His mother Rosaria hates Lisette and the neighborhood tramp has designs on Chino. Things get even worse when Chino goes to jail and Lisette gets a good job uptown. Can this marriage be saved?",0.21061,/5KYvQJGgrvceGhsRe8ydSpU7A8a.jpg,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Think Again Productions', 'id': 37294}, {'name': 'Riot of Color', 'id': 37295}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10/14/1994,104,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,"For Lisette, everyday has become independence day.",I Like It Like That,4,6.3,48992,1.608047,0.502146,0.422901
366926,FALSE,/dsyTXKwXwsUBKYtkEaiZstPDXVF.jpg,,[],tt0100548,it,Sapore di donna,"Perry moved to Miami to study in medical school, where his uncle is a teacher. He decides to rent a room from a friend of his mother, who owns the house. There he begins to dream about a beautiful girl Sheila, daughter of the owner of the house. They soon became very good friends, but Perry did not know that Sheila secretly serves as a model in adult magazines. The director of Sapore di donna, Mario Gariazzo has also directed another movie, called Amazonia: The Catherine Miles Story, made in 1985.",0.369568,/m8mMwaiNT0cl97m9WnNBmvMVPBH.jpg,"[{'name': 'Italea Film Production', 'id': 67303}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",6/6/1990,89,[],Released,,Sapore di donna,1,10,366926,0.05004,0.041489,0.01512
78356,FALSE,/3FrT9YunVOba6LMeNNwWLpEFikM.jpg,,"[{'name': 'Adventure', 'id': 12}, {'name': 'Thriller', 'id': 53}, {'name': 'Action', 'id': 28}]",tt0107222,fr,Intent to Kill,A young policewoman relentlessly tries to bring down a ruthless drug kingpin whom plots his own agenda for his drug distribution empire.,0.619517,/5W1cCYOUH53NuB22zwI4RTitfEr.jpg,"[{'name': 'PM Entertainment Group', 'id': 1647}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10/1/1992,99,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Intent to Kill,1,8,78356,2.117941,0.817659,0.471207
23655,FALSE,/93eex2q4Ttg9IzGw8jQ4MeMoRJk.jpg,,"[{'name': 'Drama', 'id': 18}, {'name': 'Music', 'id': 10402}, {'name': 'Romance', 'id': 10749}]",tt0212974,en,Groove,An inside look into one night in the San Francisco underground rave scene.,0.83476,/vtOkzpBtutlhGsfqR1WitDGkG8R.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6/8/2000,86,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Are you feeling it?,Groove,8,6.2,23655,2.61874,1.624337,0.52
277706,FALSE,/boMJ660Tx3Wk21LnfCSluyLzcn1.jpg,,"[{'name': 'Drama', 'id': 18}]",tt0105605,en,"To Die, to Sleep","Although it appears that Phil (Noah Hathaway) lives the life that every teenager dreams of -- endless amounts of cash, a sweet ride and a big house he almost always has to himself -- he hides a dark and deadly secret. His chance encounter with a similarly troubled youth propels him further into his cycle of debauchery, but it may just be what he needs to keep him from ending his own life. Charles Napier, Larry Gatlin and Ami Dolenz Rivero costar.",0.370417,/qj76yIDn1xEWF2jPtVAeza0nmcn.jpg,"[{'name': 'Peacock Films', 'id': 32491}, {'name': 'Calimo Film Group', 'id': 65161}, {'name': 'Imperial Entertainment Corporation', 'id': 65162}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8/17/1994,86,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Everyone has a reason to live... don't they?,"To Die, to Sleep",1,6,277706,2.892134,0.459453,0.10801
55622,FALSE,/jk3mjog4OD5HdiEJfFQI4DWPjYK.jpg,,"[{'name': 'Drama', 'id': 18}]",tt0279765,es,De La Calle,"Authentic and committed, moving and stormy drama of street kids from Mexico City. Wonderful adaptation of successful play about street kids who have more trouble with corrupt cops, than with dirty and heavy work.",0.680376,/tSZl9ad95PG0f6eFYrbsmRi6ATa.jpg,[],[],10/21/2001,84,"[{'iso_639_1': 'es', 'name': 'Español'}]",Rumored,,Streeters,3,5.5,55622,0.055107,0.008002,6.00E-06
55839,FALSE,/u6vOu0ZgKDcz4LYFlEFXML1vE2f.jpg,,"[{'name': 'Comedy', 'id': 35}, {'name': 'Romance', 'id': 10749}]",tt1354687,en,Feed The Fish,"Follows the journey of Joe Peterson, a burned out children's book writer who's approaching a midlife crisis.",0.833851,/kbbI1GNNWibuWvk8Kf6p0dSapKr.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1/1/2009,92,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Feed The Fish,7,4.9,55839,1.682279,1.681281,0.484343
41363,FALSE,,,"[{'name': 'Comedy', 'id': 35}, {'name': 'Documentary', 'id': 99}, {'name': 'Drama', 'id': 18}]",tt0202409,en,Jackie's Back!,"A mockumentary of Jackie Washington, a fictonal star of music, stage and screen played by Jenifer Lewis. The movie now follows Jackie as she tells her story to stardom and fall from grace as she prepares for her own comeback. Full of cameo apperances and funny interviews from stars like Dolly Parton, Whoopi Goldberg, Liza Minnelli, Bette Midler, Chris Rock, Sean Hayes, Ricki Lake, Rosie O'Donnell, David Hyde Pierce, Melissa Etheridge and many others.",0.83334,/pgF6d1CUkd6AUcPZCT9EYzMap51.jpg,[],[],6/14/1999,120,[],,,Jackie's Back!,1,0,41363,3.414538,2.873635,1.683216
59934,FALSE,/y3ohZipzOfGhAMdfaUrubHrMwhl.jpg,,"[{'name': 'Drama', 'id': 18}]",tt1020022,en,Girlfriend Experience,A man obsessed with prostitutes discovers that love is a lot more expensive than sex. An entertaining peek into the world of prostitution from the client's point of view.,0.683184,/BFAxyH38rPhIZsdP7fp3Qvo58M.jpg,[],"[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",12/6/2008,82,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Love is More Expensive Than Sex,Girlfriend Experience,3,3,59934,1.044352,0.168,0.002722
222336,FALSE,/5drpXHEz8YMhBvDsyHqBeNO02Ua.jpg,,"[{'name': 'Action', 'id': 28}, {'name': 'Thriller', 'id': 53}]",tt0098332,en,Silk 2,"Silk, the smoothest, toughest, and sexiest cop in Honolulu is hot on the trail of ruthless art smugglers who are after a priceless Asian Scroll. Silk will stop at nothing to get her man, even if it means blowing up an entire building.",0.089164,/nE89YVpdjVNcbKjtEtiueWr2rYO.jpg,"[{'name': 'Concorde-New Horizons', 'id': 4688}, {'name': 'New Horizons Picture', 'id': 20235}]","[{'iso_3166_1': 'PH', 'name': 'Philippines'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1/1/1989,85,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,She's back and this time she goes all the way!,Silk 2,0,0,222336,3.238565,0.108,0.010403
25232,FALSE,/hBeCKCVxyDFNuoRHIRsPQ1iKwl2.jpg,,"[{'name': 'Drama', 'id': 18}, {'name': 'Romance', 'id': 10749}]",tt0120865,en,This Is My Father,"When schoolteacher Kieran Johnson (James Caan) discovers that his father was not a French sailor (as he had been led to believe) but rather an Irish farmer, Kieran looks to his mother (Moya Farrelly) for answers. When she refuses to provide any, Kieran travels to Ireland. In flashbacks, we watch a romance develop between Kieran's mother, a college girl, and his father (Aidan Quinn), an inarticulat",0.650049,/zsshQg6eGxrjqZ93NHVl6ZjIYSu.jpg,"[{'name': 'Filmline International', 'id': 40759}, {'name': 'Hummingbird Communications', 'id': 40999}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'IE', 'name': 'Ireland'}]",5/7/1999,119,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A Journey Of The Heart.,This Is My Father,2,4.5,25232,3.798917,3.616508,3.136817
95526,FALSE,,,"[{'name': 'Comedy', 'id': 35}]",tt0270059,en,Waiting,Young Sean McNutt (Will Keenan) -- a slacker waiter who works at a Mafia-run Italian eatery with carping customers and thieving busboys -- is shaken out of his rut when his pretty girlfriend (Hannah Dalton) dumps him for a slimy yuppie. But Sean's plan to get his life back on track hits more than a few snags in this zany indie comedy featuring cameos by porn legend Ron Jeremy and Troma Studios schlockmeister Lloyd Kaufman.,0.209823,/7JOF1rU3RaIEUv0fucAk92MpABB.jpg,[],[],7/13/2001,80,[],Released,,Waiting,4,6.3,95526,5.50E-05,7.00E-06,
49427,FALSE,/eKXg6NMUoUta5dfYipitHuNkcU5.jpg,,"[{'name': 'Action', 'id': 28}, {'name': 'Drama', 'id': 18}, {'name': 'Romance', 'id': 10749}]",tt0082508,en,Heartland,"Disarmingly realistic in its depiction of the realities of frontier life, Heartland is a strong antidote to the cliches of traditional Westerns. This semi-documentary slice of life is based on the diaries of Elmore Randall Stewart about her days on the Wyoming frontier in the early 20th century. It's a strongly feminist statement about a woman raising her small daughter alone and scrapping for a living by working for a shy Scottish rancher. Director Richard Pearce brings an endearing touch to a film that is helped greatly by the dazzling cinematography of Fred Murphy. Conchata Ferrell and Rip Torn star in this small film that substitutes veracity for a high-powered plot.",0.828426,/nA7cD1uegeo6KZe8lVejthDnq16.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9/22/1979,96,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Heartland,7,6.4,49427,1.512454,1.026109,0.669987
27724,FALSE,/i0NoTVmgGgGC7968rNWEreJE7hE.jpg,,"[{'name': 'Drama', 'id': 18}, {'name': 'Romance', 'id': 10749}]",tt0419081,en,Psychopathia Sexualis,Multi-narrative adaptation of Richard v. Krafft-Ebing's notorious medico-forensic study of sexual perversity.,0.825581,/fQ8Iej00rgI0pWx3o6io2x0DmWA.jpg,"[{'name': 'Illustrated Films LLC', 'id': 8979}]",[],6/8/2006,102,[],Released,Tales of Deviance and Forbidden Desire from the Case Studies of Krafft-Ebing.,Psychopathia Sexualis,1,5,27724,0.8,0.4,0.156
222369,FALSE,,,"[{'name': 'Thriller', 'id': 53}, {'name': 'Romance', 'id': 10749}]",tt0109383,en,Caroline at Midnight,A policeman's wife falls for a reporter who suspects her husband of corruption and murder.,0.649424,/ikSA1oUhwefKe27fdIDmqQCHpXX.jpg,"[{'name': 'New Horizons', 'id': 2000}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1/26/1994,88,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,Passions collide when we meet...,Caroline at Midnight,2,3.5,222369,2.427064,1.953624,1.494569
71990,FALSE,/qAsiUbtrYfO2ToiO17gi92cF1ZX.jpg,,"[{'name': 'Science Fiction', 'id': 878}, {'name': 'Horror', 'id': 27}, {'name': 'Drama', 'id': 18}]",tt0051020,en,The Strange World of Planet X,"In a small English village, Dr. Laird and his assistants Gil Graham and Michele Dupont are conducting experiments with magnetic fields. The results may have military applications as his equipment can rearrange molecules to make solid metal brittle or stiff metal pliable. Gil notices that the magnetic and affecting the village but Laird won't stop his tests. A mysterious stranger, known simply as Mr. Smith, assists them in solving several mysteries, including a series of attacks in a public park. Their greatest challenge is the sudden appearance of giant insects, bugs that have mutated as a result of the experiments.",0.824257,/s9FolIPPyW0TX0meJalo7i2VTKH.jpg,"[{'name': 'Artists Alliance', 'id': 4593}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",3/4/1958,75,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Man and alien unite to combat the most insidious peril the universe has ever known!,The Strange World of Planet X,6,4,71990,0.194643,0.189989,0.02694
36196,FALSE,/a5lRIMyTi6wq4YUWXHCeHc3rbY4.jpg,,"[{'name': 'Comedy', 'id': 35}]",tt0114095,en,Party Girl,"Although Mary has little income, she still finds ways to spend her nights at clubs. After being arrested for throwing an illegal rave, she asks her aunt Judy for bail money. Judy then finds Mary a job at her library so that Mary can repay her. Initially, Mary finds the job as a clerk boring and stifling, and prefers to get to know a street food vendor whom she likes. However, Mary must refocus her life once she loses her job and apartment.",0.822914,/iYM0EdHrcbu8rhkDKVBkDcZEo8t.jpg,"[{'name': 'Party Productions', 'id': 37890}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6/9/1995,94,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Sassy, savvy and definitely clued-in!",Party Girl,14,5.8,36196,1.90249,1.213217,0.37632
54772,FALSE,,,"[{'name': 'Action', 'id': 28}, {'name': 'Adventure', 'id': 12}, {'name': 'Thriller', 'id': 53}]",tt0376263,en,Tough Luck,"A tense and intricate web of deceit and betrayal entangles Archie, a wandering grifter who is hired by a traveling carnival owner to murder his beautiful wife.",0.710085,/rtyeoSNWAo3SH688ZTS69XAvUW5.jpg,[],[],11/3/2004,88,[],Released,There's a sucker born every minute.,Tough Luck,4,6.5,54772,5.62631,1.347494,0.351235
51511,FALSE,/yOcxZKHwJmJrQhIgP5jvbvuUksW.jpg,,"[{'name': 'Comedy', 'id': 35}, {'name': 'Drama', 'id': 18}]",tt1039786,en,The Immaculate Conception of Little Dizzle,"After he loses his high-paying job, Dory takes a gig as a night janitor in order to pay rent. Alone late at night inside a market research firm, he soon discovers the company is experimenting on their other janitors ...",0.673022,/v2kzQFxKDUC6hq1yN8gIPMxIwOL.jpg,[],[],5/12/2010,98,[],Released,,The Immaculate Conception of Little Dizzle,11,5.7,51511,1.147798,0.8,0.590613
17075,FALSE,/q3cSVQAglipwe0scZMsTSi5qg9v.jpg,,"[{'name': 'Drama', 'id': 18}, {'name': 'Foreign', 'id': 10769}]",tt0971162,vi,Cú và chim se se,"In modern-day Saigon, three lonely strangers form a unique family as a ten-year old orphan plays matchmaker to a zookeeper and a beautiful flight attendant.",0.330961,/H5hn38BXYmhSvjA0k8ZNkoBs6S.jpg,"[{'name': 'Annam Productions', 'id': 86694}, {'name': 'Annan Pictures', 'id': 86695}]","[{'iso_3166_1': 'VN', 'name': 'Vietnam'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2/1/2007,97,"[{'iso_639_1': 'vi', 'name': 'Tiếng Việt'}]",Released,,Owl and the Sparrow,8,6.8,17075,0.12,0.07056,0.036
38616,FALSE,/alD4PcMrjmtopp7OpRJqbiRE9EI.jpg,,"[{'name': 'Documentary', 'id': 99}]",tt0068924,en,Marjoe,"Part documentary, part expose, this film follows one-time child evangelist Marjoe Gortner on the ""church tent"" Revivalist circuit, commenting on the showmanship of Evangelism and ""the religion business"", prior to the start of ""televangelism"".",0.819777,/g58MqIxzhjGAIMP4IoNtPkvLFA3.jpg,"[{'name': 'Cinema X', 'id': 41914}, {'name': 'Mauser Productions', 'id': 80523}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",7/24/1972,88,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,You Keep the Faith...Marjoe Keeps the Money,Marjoe,7,8.3,38616,0.000328,4.40E-05,
47360,FALSE,/9uQYlN5shih1U0rmseof3CdoZhn.jpg,1,"[{'name': 'Action', 'id': 28}, {'name': 'Adventure', 'id': 12}, {'name': 'Fantasy', 'id': 14}]",tt0097174,en,Deathstalker and the Warriors from Hell,"The third thrilling saga of Deathstalker pits him against the evil wizard and ruler of the Southland, Troxartes, and his band of undead warriors. Dashing Deathstalker is entrusted by the beautiful Princess Carissa to protect an enchanted Jewel one of three which together hold the key to the lost city of treasure, Erendor. The missing pair of gems are stashed all too safely in the heavily guarded castle of the wicked Troxartes. His mission clear, Deathstalker rouses his troops and storms the fortress with the power of lightning. And in this fateful battle, one man will survive to witness the magical secrets of Erendor.",0.547817,/j2WTOptxjOUQP5ZvqPlckl6pvfv.jpg,"[{'name': 'Concorde-New Horizons', 'id': 4688}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'MX', 'name': 'Mexico'}]",1/1/1988,86,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The most action packed Deathstalker yet!,Deathstalker and the Warriors from Hell,7,2.1,47360,0.1668,0.104429,0.039318
24063,FALSE,,,"[{'name': 'Comedy', 'id': 35}, {'name': 'Drama', 'id': 18}, {'name': 'Thriller', 'id': 53}]",tt0116138,en,Drawing Flies,"Donner and his roomates are out of money and about to get evicted from their home. So as a diversion from their situation, he invites them to his father's cabin in the Canadian wilderness. They all go along, but soon learn that there's no cabin - he's really trying to find Sasquatch.",0.118484,/qkGt0mhG9RA6ey3ZoWHQSLlSQik.jpg,"[{'name': 'View Askew Productions', 'id': 16934}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6/12/1996,76,[],Released,,Drawing Flies,1,5,24063,1.752637,1.657849,1.309978
54506,FALSE,/aOHT1AbUVbjINT4tBmhXsinFq7h.jpg,,"[{'name': 'Drama', 'id': 18}, {'name': 'Fantasy', 'id': 14}]",tt0118141,en,What Is It?,"What Is It? is the name of a 2005 experimental film written, starring, funded and directed by Crispin Glover. As of 2008, the film has only been shown at independent theaters, typically accompanied by a question and answer session, slideshow and meet-and-greet/autograph signing with Glover.",0.815422,/l4oVPcg9jxeXn3h4LiwLTfT8BCp.jpg,"[{'name': 'Volcanic Eruptions', 'id': 91744}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1/27/2005,72,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"The adventures of a young man whose principle interests are snails, salt, a pipe, and how to get home. As tormented by a hubristic, racist inner psyche.",What Is It?,8,5.7,54506,1.482384,1.34014,0.0108
85564,FALSE,,,"[{'name': 'Thriller', 'id': 53}, {'name': 'Mystery', 'id': 9648}, {'name': 'Crime', 'id': 80}, {'name': 'Horror', 'id': 27}]",tt0113939,en,Nature of the Beast,"Two men, both hiding a deadly secret, are on a murderous rampage through the desert.",0.813865,/Qg0NigVBCVaZNkBqmnN1rWfSbK.jpg,"[{'name': 'MCP Sound & Media GmbH', 'id': 49847}]",[],10/23/1995,91,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,All men are created evil.,Nature of the Beast,11,6.2,85564,1.628352,1.338625,0.825703
32309,FALSE,,,"[{'name': 'Comedy', 'id': 35}]",tt0205418,en,The Smokers,"These smokers are definitely bad for your health! A group of outcast prep school girls decide to turn the tables on some obnoxious guys by sexually humiliating them at gunpoint! A black comedy in the mold of Heathers, The Smokers stars Dominique Swain and Keri Lynn Pratt as two of the gun-toting femmes with vengeance on their minds -- and corncobs in hand!",0.51786,/nLOpOpldIW6Dto1q3zmqQxN6wEx.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1/1/2000,96,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,They started something they couldn't end.,The Smokers,6,4.7,32309,2.741488,2.643805,1.267801
47281,FALSE,,,"[{'name': 'Drama', 'id': 18}, {'name': 'War', 'id': 10752}]",tt0315091,en,War Stories,"A feature-length pilot film for a proposed NBC series, War Stories is set in a battle-torn Middle Eastern country that is obviously Uzbekistan (but not identified as such). Cynical, hard-as-nails American war correspondent Ben Dansmore (Jeff Goldblum) balks at being assigned a new photographer/partner so soon after the newcomer's predecessor (who happened to be Ben's best friend) was literally blown to bits while covering a hot story. ""There's no such thing as truth; that's why they call them stories."" That is Ben's philosophy, one that he hopes to impart to idealistic young Nora Stone (Lake Bell). But Nora, whose sister died in the terrorist attacks of September 11, refuses to be as cold and dispassionate as Ben. It takes a series of near-death experiences dodging bullets and fanatical rebels for Ben and Nora to find the common ground so necessary to their future teamwork.",0.398854,/f2CMGhIabigGtfC9leoF46OPUew.jpg,[],[],1/29/2003,87,[],Released,,War Stories,2,5.5,47281,4.944374,2.472978,0.671163
22557,FALSE,/52LvQm0wu1OMRJkR5wgN9ANeX94.jpg,,"[{'name': 'Comedy', 'id': 35}, {'name': 'Drama', 'id': 18}]",tt0076935,ja,幸福の黄色いハンカチ,"The story starts with Kinya, who has recently upgraded his car. He’s a young adult and he’s single so naturally he uses his ride to ahem, look for companions. He offers a ride to a shy girl by the name of Akemi and she reluctantly accepts. From the get go, sexual tension is apparent, but things get a bit easier as the two become acquainted. They pick up Yusaku, a 30-something coal miner with a reserved personality. The story slowly begins to shift from the comedic hijinks of Kinya and Akemi to Yusaku’s mental drama. He’s hiding something about his past, which he either wants to forget or is trying to remember.",0.266812,/stV0AxRP8kZhqdUWGv0Csdd0i6r.jpg,"[{'name': 'Shôchiku Eiga', 'id': 5070}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",9/30/1977,109,[],Released,,The Yellow Handkerchief,6,5.8,22557,0.5668,0.515666,0.2184
68663,FALSE,/azv0LqTrn2G4avhYErZWoyoQbQv.jpg,,"[{'name': 'Drama', 'id': 18}, {'name': 'Romance', 'id': 10749}]",tt0488928,en,Guilty Hearts,"Over the course of this drama's six separate stories, a variety of couples struggle with the infidelity, dishonesty and heartbreak that plagues their varied pasts. In overcoming their challenges, these diverse individuals embrace a brighter future.",0.806155,/m7rxaXJOZxdesDxKuliuqcst2r6.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1/1/2006,180,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Life on the edge.....and over it.,Guilty Hearts,0,0,68663,6.657785,4.341059,4.106152
38555,FALSE,/tsSoGv7JSR0oHYDbcuBqT40ISZm.jpg,,"[{'name': 'Drama', 'id': 18}]",tt0120026,en,Finding Graceland,An eccentric drifter claiming to be Elvis Presley hitches a ride with a young man and they find themselves on an adventurous road trip to Memphis.,0.517276,/f6HrPGh6nAxhX8oekkh6uEcYecc.jpg,"[{'name': 'Largo Entertainment', 'id': 1644}, {'name': 'TCB Productions', 'id': 40634}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5/21/1999,97,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Life isn't about believing in dreams... it's about living them.,Finding Graceland,6,5.5,38555,3.139022,1.870937,1.772405
